,source,text,positive_words,negative_words,negative_adverbs,punctuation_sum,punctuation_exclamation,negation,positive_rating,class

1675,amazon,Can"t upload ringtones from a third party.,0,0,0,1,0,1,0,0

1676,amazon,'Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.',1,1,0,3,0,1,0,0

1677,amazon,Truly awful.,0,1,0,1,0,0,0,0

1678,amazon,'It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.',3,0,0,2,0,0,0,1

1679,amazon,The volume for the ringer is REAL good (you have choices how loud).,1,0,0,1,0,0,0,1

1680,amazon,And none of the tones is acceptable.,0,0,0,1,0,0,0,0

1681,amazon,camera color balance is AWFUL.,0,1,0,1,0,0,0,0

1682,amazon,'This product is clearly not ready for prime time, I don"t care how cool it looks, if you can"t tell a call is coming in it"s worthless.',3,1,0,3,0,3,0,0

1683,amazon,I love the ringtones because they are so upbeat!,2,0,0,1,1,0,0,1

1684,amazon,Chinese Forgeries Abound!.,1,0,0,2,1,0,0,0

1685,amazon,Easy to pair with my Samsung Cell.,1,0,0,1,0,0,0,1

1686,amazon,The instructions didn"t explain that a microphone jack could be used.,0,0,0,1,0,1,0,0

1687,amazon,i would advise to not purchase this item it never worked very well.,2,0,0,1,0,2,0,0

1688,amazon,Too bad you have to pay up to $$$ a month for the service!,0,1,0,1,1,0,0,0

1689,amazon,Works well.,2,0,0,1,0,0,0,1

1690,amazon,The nokia CA-42 USB cable did not work with my phone.,1,0,0,1,0,1,0,0

1691,amazon,Clear crisp sound.,2,0,0,1,0,0,0,1

1692,amazon,'I have to use the smallest earpieces provided, but it stays on pretty well.',2,0,0,2,0,0,0,1

1693,amazon,'The biggest complaint I have is, the battery drains superfast.',0,2,0,2,0,0,0,0

1694,amazon,The design might be ergonomic in theory but I could not stand having these in my ear.,0,0,0,1,0,1,0,0

1695,amazon,Do NOT buy if you want to use the holster.,0,0,0,1,0,1,0,0

1696,amazon,The phone can also take great pictures and even video clips.,1,0,0,1,0,0,0,1

1697,amazon,It doesn"t make you look cool.,1,0,0,1,0,1,0,0

1698,amazon,'Because both ears are occupied, background is not distracting at all.',0,1,0,2,0,1,0,1

1699,amazon,'Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.',2,0,0,2,0,1,0,1

1700,amazon,'Also, the phone doesn"t seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.',1,1,0,3,0,1,0,0

1701,amazon,You can"t beat the price on these.,0,0,0,1,0,1,0,1

1702,amazon,'* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!',1,0,0,2,1,0,0,1

1703,amazon,lightweight and works well.,2,0,0,1,0,0,0,1

1704,amazon,So just beware.,0,1,0,1,0,0,0,0

1705,amazon,I love this cable - it allows me to connect any mini-USB device to my PC.,1,0,0,1,0,0,0,1

1706,amazon,So anyone near you will hear part of your conversation.,0,0,0,1,0,0,0,0

1707,amazon,This is cool because most cases are just open there allowing the screen to get all scratched up.,1,1,0,1,0,0,0,1

1708,amazon,I bought this phone as a replacement for my StarTac and have regretted it since.,0,1,0,1,0,0,0,0

1709,amazon,Appears to actually outperform the original battery from China that came with my V325i.,1,0,0,1,0,0,0,1

1710,amazon,Can"t store anything but phone numbers to SIM.,0,0,0,1,0,1,0,0

1711,amazon,'It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.',0,1,0,3,0,0,0,0

1712,amazon,Poor quality.,0,1,0,1,0,0,0,0

1713,amazon,jabra ear gels "R" the best!.,1,0,0,2,1,0,0,1

1714,amazon,Not worth it.,1,0,0,1,0,1,0,0

1715,amazon,The phone crashed completely and now I have to get it replaced.,0,1,0,1,0,0,0,0

1716,amazon,'It quit working after I"d used it for about 18 months, so I just purchased another one because this is the best headset I"ve ever owned.',1,0,0,2,0,0,0,1

1717,amazon,'Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).',0,1,0,5,0,1,0,0

1718,amazon,It was a great phone.,1,0,0,1,0,0,0,1

1719,amazon,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,1,0,1,0,0,0,0

1720,amazon,'Good value, works fine - power via USB, car, or wall outlet.',3,0,0,4,0,0,0,1

1721,amazon,My phone doesn"t slide around my car now and the grip prevents my phone from slipping out of my hand.,0,0,0,1,0,1,0,1

1722,amazon,This is simply the BEST bluetooth headset for sound quality!,1,0,0,1,1,0,0,1

1723,amazon,Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0,0,0,2,2,0,0,0

1724,amazon,'In the span of an hour, I had two people exclaim "Whoa - is that the new phone on TV?!?',0,0,0,4,1,0,0,1

1725,amazon,I have always used corded headsets and the freedom from the wireless is very helpful.,2,0,0,1,0,0,0,1

1726,amazon,'This case has passed the one year mark and while it shows signs of wear, it is 100% functional.',0,0,0,2,0,0,0,1

1727,amazon,'Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.',2,0,0,2,0,0,0,1

1728,amazon,It has everything I need and I couldn"t ask for more.,0,0,0,1,0,0,0,1

1729,amazon,After receiving and using the product for just 2 days it broke.,0,1,0,1,0,0,0,0

1730,amazon,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,2,0,0,4,0,0,0,1

1731,amazon,None of the three sizes they sent with the headset would stay in my ears.,0,0,0,1,0,0,0,0

1732,amazon,T-Mobile has the best customer service anywhere.,1,0,0,1,0,0,0,1

1733,amazon,Arrived quickly and much less expensive than others being sold.,0,1,0,1,0,0,0,1

1734,amazon,We have tried 2 units and they both failed within 2 months.. Pros,1,1,0,2,0,0,0,0

1735,amazon,'Provides good protection and looks classy, too.',3,0,0,2,0,0,0,1

1736,amazon,Krussel Always good.,1,0,0,1,0,0,0,1

1737,amazon,'The tracfonewebsite is user friendly and makes it easy toactivate, etc.',2,0,0,2,0,0,0,1

1738,amazon,The design is very good.4.,0,0,0,2,0,0,0,1

1739,amazon,I great reception all the time.,1,0,0,1,0,0,0,1

1740,amazon,I would highly recommend this product.,1,0,0,1,0,0,0,1

1741,amazon,'Couldn"t use the unit with sunglasses, not good in Texas!',1,0,0,2,1,1,0,0

1742,amazon,It dit not work most of the time with my Nokia 5320.,1,0,0,1,0,1,0,0

1743,amazon,'Bought mainly for the charger, which broke soon after purchasing.',0,1,0,2,0,0,0,0

1744,amazon,'If you like a loud buzzing to override all your conversations, then this phone is for you!',1,2,0,2,1,0,0,0

1745,amazon,Fantastic buy and will get again for whatever my next phone is,1,0,0,0,0,0,0,1

1746,amazon,'stay away from this store, be careful.',0,0,0,2,0,0,0,0

1747,amazon,This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,0,0,1,0,0,0,1

1748,amazon,Does not fit.,0,0,0,1,0,1,0,0

1749,amazon,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,2,0,0,5,0,0,0,1

1750,amazon,'It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.',0,0,0,3,0,0,0,1

1751,amazon,disappointing.,0,1,0,1,0,0,0,0

1752,amazon,Blue Ant is easy to use.,1,0,0,1,0,0,0,1

1753,amazon,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,2,1,0,3,0,0,0,1

1754,amazon,The camera on the phone may be used as a dustpan when indoors... I"d rather be using a disposable then this.,0,0,0,4,0,0,0,0

1755,amazon,Then a few days later the a puff of smoke came out of the phone while in use.,0,1,0,1,0,0,0,0

1756,amazon,It"s very convenient and simple to use - gets job done & makes the car ride so much smoother.,2,0,0,1,0,0,0,1

1757,amazon,The nano stated it.My son was dissapointed.,0,1,0,2,0,0,0,0

1758,amazon,The sound quality is excellent as well.,2,0,0,1,0,0,0,1

1759,amazon,Its the best headset I have used.,1,0,0,1,0,0,0,1

1760,amazon,Would not reccommend.,0,0,0,1,0,1,0,0

1761,amazon,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,0,0,0,1,0,0,0,1

1762,amazon,Just what I wanted.,0,0,0,1,0,0,0,1

1763,amazon,This particular model would not work with my Motorola Q smartphone.,1,0,0,1,0,1,0,0

1764,amazon,wont work right or atleast for me.,2,0,0,1,0,0,0,0

1765,amazon,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,1,0,1,0,0,0,0

1766,amazon,But now that it is "out of warranty" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.,1,1,0,8,0,1,0,0

1767,amazon,'I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good',2,1,0,2,0,0,0,0

1768,amazon,Great product.,1,0,0,1,0,0,0,1

1769,amazon,Crisp and Clear.,2,0,0,1,0,0,0,1

1770,amazon,AFter the first charge kept going dead after 12 minutes.,0,1,0,1,0,0,0,0

1771,amazon,'VERY cheap plastic, creaks like an old wooden floor.',1,2,0,2,0,0,0,0

1772,amazon,'I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.',0,2,0,2,0,1,0,0

1773,amazon,The reception has been generally good.,1,0,0,1,0,0,0,1

1774,amazon,'Excellent sound, battery life and inconspicuous to boot!.',1,0,0,3,1,0,0,1

1775,amazon,Great bluetooth!.,1,0,0,2,1,0,0,1

1776,amazon,I highly recommend this case.,1,0,0,1,0,0,0,1

1777,amazon,WORTHWHILE.,1,0,0,1,0,0,0,1

1778,amazon,This is a great deal.,1,0,0,1,0,0,0,1

1779,amazon,'After my phone got to be about a year old, it"s been slowly breaking despite much care on my part.',0,2,0,2,0,0,0,0

1780,amazon,I am sorry I made this purchase.,0,1,0,1,0,0,0,0

1781,amazon,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,1,1,0,1,0,0,0,0

1782,amazon,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,1,0,1,0,0,0,0

1783,amazon,It was horrible!.,0,1,0,2,1,0,0,0

1784,amazon,I don"t think it would hold it too securly on your belt.,0,0,0,1,0,1,0,0

1785,amazon,This allows the possibility of double booking for the same date and time after the first.,0,0,0,1,0,0,0,0

1786,amazon,They work about 2 weeks then break.,1,1,0,1,0,0,0,0

1787,amazon,It is simple to use and I like it.,1,0,0,1,0,0,0,1

1788,amazon,'It"s a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!',2,0,0,6,1,0,0,1

1789,amazon,I can"t use this case because the smell is disgusting.,0,2,0,1,0,1,0,0

1790,amazon,NOT WHAT I WANTED.,0,0,0,1,0,1,0,0

1791,amazon,I own 2 of these cases and would order another.,0,0,0,1,0,0,0,1

1792,amazon,Great Phone.,1,0,0,1,0,0,0,1

1793,amazon,I bought this battery with a coupon from Amazon and I"m very happy with my purchase.,1,0,0,1,0,0,0,1

1794,amazon,'The internet access was fine, it the rare instance that it worked.',2,0,0,2,0,0,0,0

1795,amazon,Perfect for the PS3.,1,0,0,1,0,0,0,1

1796,amazon,'Five star Plus, plus.',0,0,0,2,0,0,0,1

1797,amazon,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn"t hear me.,2,1,0,3,0,0,0,1

1798,amazon,$50 Down the drain.,0,1,0,1,0,0,0,0

1799,amazon,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn"t great.,1,1,0,1,0,1,0,0

1800,amazon,'Good , works fine.',3,0,0,2,0,0,0,1

1801,amazon,For the price this was a great deal.,1,0,0,1,0,0,0,1

1802,amazon,'Great price, too!',1,0,0,2,1,0,0,1

1803,amazon,'If there is a wind, it is completely useless.',0,1,0,2,0,0,0,0

1804,amazon,Yes it"s shiny on front side - and I love it!,2,0,0,1,1,0,0,1

1805,amazon,Does Not Work.,1,0,0,1,0,1,0,0

1806,amazon,'At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).',1,0,0,3,0,0,0,0

1807,amazon,The reception through this headset is excellent.,1,0,0,1,0,0,0,1

1808,amazon,2 thumbs up to this seller,0,0,0,0,0,0,0,1

1809,amazon,'I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.',4,0,0,2,0,0,0,1

1810,amazon,Improper description.... I had to return it.,0,1,0,5,0,0,0,0

1811,amazon,#1 It Works - #2 It is Comfortable.,2,0,0,1,0,0,0,1

1812,amazon,Battery charge-life is quite long.,0,0,0,1,0,0,0,1

1813,amazon,The Jabra EarGels fit my ears very well.,1,0,0,1,0,0,0,1

1814,amazon,Battery has no life.,0,0,0,1,0,1,0,0

1815,amazon,I checked everywhere and there is no feature for it which is really disappointing.,0,1,0,1,0,1,0,0

1816,amazon,Product is exactly as described.,1,0,0,1,0,0,0,1

1817,amazon,Gets a signal when other Verizon phones won"t.,0,0,0,1,0,1,0,1

1818,amazon,Doesn"t do the job.,0,0,0,1,0,1,0,0

1819,amazon,I would recommend it.,1,0,0,1,0,0,0,1

1820,amazon,Plan on ordering from them again and again.,0,0,0,1,0,0,0,1

1821,amazon,'That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.',3,0,0,4,0,0,0,1

1822,amazon,I have been very satisfied with this cell phone from day one.,1,0,0,1,0,0,0,1

1823,amazon,They keep getting better and better (this is my third one and I"ve had numerous Palms too).,2,0,0,1,0,0,0,1

1824,amazon,Awkward to use and unreliable.,0,2,0,1,0,0,0,0

1825,amazon,The shipping time was also very quick!,0,0,0,1,1,0,0,1

1826,amazon,Not as good as I had hoped.,1,0,0,1,0,1,0,0

1827,amazon,Good case!.,1,0,0,2,1,0,0,1

1828,amazon,Doesn"t Work.,1,0,0,1,0,1,0,0

1829,amazon,Really good product.,1,0,0,1,0,0,0,1

1830,amazon,Unfortunately it did not work.,1,1,0,1,0,1,0,0

1831,amazon,All three broke within two months of use.,0,1,0,1,0,0,0,0

1832,amazon,dont buy it.,0,0,0,1,0,0,0,0

1833,amazon,'My father has the V265, and the battery is dying.',0,1,0,2,0,0,0,0

1834,amazon,'However, the ear pads come off easily and after only one week I lost one.',0,1,0,2,0,0,0,0

1835,amazon,'The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.',0,1,0,3,0,0,0,0

1836,amazon,'Horrible, horrible protector.',0,2,0,2,0,0,0,0

1837,amazon,I don"t like this Nokia either.,1,0,0,1,0,1,0,0

1838,amazon,'Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.',0,1,0,3,0,1,0,0

1839,amazon,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0,1,0,1,0,0,0,0

1840,amazon,It would take too long to describe how bad my customer service experience has been with Amazon.,0,1,0,1,0,0,0,0

1841,amazon,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,1,0,4,4,1,0,0

1842,amazon,Terrible.. My car will not accept this cassette.,0,1,0,3,0,1,0,0

1843,amazon,'Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.',1,1,0,2,0,1,0,0

1844,amazon,It"s not what it says it is.,0,0,0,1,0,1,0,0

1845,amazon,Stay Away From the Q!.,0,0,0,2,1,0,0,0

1846,amazon,Used and dirty.,0,1,0,1,0,0,0,0

1847,amazon,Very unreliable service from T-mobile !,0,1,0,1,1,0,0,0

1848,amazon,Not good enough for the price.,2,0,0,1,0,1,0,0

1849,amazon,I bought two of them and neither will charge.,0,0,0,1,0,1,0,0

1850,amazon,It looks very nice.,1,0,0,1,0,0,0,1

1851,amazon,'This is an excellent tool, especially when paired with your phone"s auto-answer.',1,0,0,2,0,0,0,1

1852,amazon,I have read other"s reviews here but I haven"t had any problem with it.,0,1,0,1,0,1,0,1

1853,amazon,These products cover up the important light sensor above the ear outlet.,1,0,0,1,0,0,0,0

1854,amazon,Comfortable in my hand.,1,0,0,1,0,0,0,1

1855,amazon,Just does not work.,1,0,0,1,0,1,0,0

1856,amazon,Poor Reliability.,0,1,0,1,0,0,0,0

1857,amazon,(It works!),0,0,0,1,1,0,0,1

1858,amazon,'If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.',0,0,0,4,0,0,0,0

1859,amazon,'Terrible product, and waste of money!',0,2,0,2,1,0,0,0

1860,amazon,Last time buying from you.,0,0,0,1,0,0,0,0

1861,amazon,It was a waste of my money.,0,1,0,1,0,0,0,0

1862,amazon,So far it has worked like a charm.,3,0,0,1,0,0,0,1

1863,amazon,'I have only had it for a few weeks, but so far, so good.',1,0,0,3,0,0,0,1

1864,amazon,'But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.',1,0,0,5,0,0,0,1

1865,amazon,Would recommend this item.,1,0,0,1,0,0,0,1

1866,amazon,It"s been my choice headset for years.Great sound; good volume; good noise cancellation.,2,1,0,2,0,0,0,1

1867,amazon,'Nice case, feels good in your hands.',2,0,0,2,0,0,0,1

1868,amazon,The item received was Counterfeit.,0,0,0,1,0,0,0,0

1869,amazon,'Just really good.. So far, probably the best BT headset I have ever had.',2,0,0,4,0,0,0,1

1870,amazon,Works fine.,2,0,0,1,0,0,0,1

1871,amazon,I received my headset in good time and was happy with it.,2,0,0,1,0,0,0,1

1872,amazon,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,2,0,0,1,0,0,0,1

1873,amazon,My sister has one also and she loves it.,1,0,0,1,0,0,0,1

1874,amazon,Good Quality.,1,0,0,1,0,0,0,1

1875,amazon,This is by far the worst purchase I"ve made on Amazon.,0,1,0,1,0,0,0,0

1876,amazon,Excellent dual-purpose headset.,1,0,0,1,0,0,0,1

1877,amazon,Excellent!.,1,0,0,2,1,0,0,1

1878,amazon,Does not work for listening to music with the cingular 8125.,1,0,0,1,0,1,0,0

1879,amazon,'It seems completely secure, both holding on to my belt, and keeping the iPhone inside.',1,0,0,3,0,0,0,1

1880,amazon,'The bottowm line...another worthless, cheap gimmick from Sprint.',0,3,0,5,0,0,0,0

1881,amazon,Having trouble with volume.,0,1,0,1,0,0,0,0

1882,amazon,The only good thing was that it fits comfortably on small ears.,2,0,0,1,0,0,0,1

1883,amazon,WARNING - DO NOT BUY!!.,0,1,0,3,2,1,0,0

1884,amazon,'I am pairing this with my iphone, and I could not be happier with it so far.',1,0,0,2,0,1,0,1

1885,amazon,'When it opens, the battery connection is broken and the device is turned off.',0,1,0,2,0,0,0,0

1886,amazon,'I didn"t want the clip going over the top of my ear, causing discomfort.',1,1,0,2,0,1,0,0

1887,amazon,Best headset ever!!!.,1,0,0,4,3,0,0,1

1888,amazon,Don"t trust their website and don"t expect any helpful support.,3,0,0,1,0,2,0,0

1889,amazon,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,1,0,2,0,1,0,1

1890,amazon,The speaker is of low quality so as making the ring tones sound very cheap.,0,1,0,1,0,0,0,0

1891,amazon,'Fits comfortably, came with three sizes of earbud tips.',1,0,0,2,0,0,0,1

1892,amazon,Excellent product for the price.,1,0,0,1,0,0,0,1

1893,amazon,Bad Reception.,0,1,0,1,0,0,0,0

1894,amazon,This product is very High quality Chinese CRAP!!!!!!,0,1,0,6,6,0,0,0

1895,amazon,It was quite comfortable in the ear.,1,0,0,1,0,0,0,1

1896,amazon,Great phone.,1,0,0,1,0,0,0,1

1897,amazon,Don"t buy this product - It fails!.,0,1,0,2,1,1,0,0

1898,amazon,Everything about this product is wrong.First,0,0,0,1,0,0,0,0

1899,amazon,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1,0,0,1,0,0,0,1

1900,amazon,'This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.',1,3,0,3,0,0,0,0

1901,amazon,Terrible phone holder.,0,1,0,1,0,0,0,0

1902,amazon,The cutouts and buttons are placed perfectly.,1,0,0,1,0,0,0,1

1903,amazon,I love being able to use one headset for both by land-line and cell.,1,0,0,1,0,0,0,1

1904,amazon,Problem is that the ear loops are made of weak material and break easily.,0,3,0,1,0,0,0,0

1905,amazon,Not nearly as good looking as the AMAZON picture makes it look.,1,0,0,1,0,1,0,0

1906,amazon,'But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.',3,1,0,2,0,0,0,1

1907,amazon,How stupid is that?,0,1,0,1,0,0,0,0

1908,amazon,'I can hear while I"m driving in the car, and usually don"t even have to put it on it"s loudest setting.',0,0,0,2,0,1,0,1

1909,amazon,Seller shipped quickly and much cheaper than the competitors.,1,0,0,1,0,0,0,1

1910,amazon,'Good show, Samsung.',1,0,0,2,0,0,0,1

1911,amazon,So I bought about 10 of these and saved alot of money.,0,0,0,1,0,0,0,1

1912,amazon,It always cuts out and makes a beep beep beep sound then says signal failed.,0,1,0,1,0,0,0,0

1913,amazon,Couldn"t figure it out,0,0,0,0,0,0,0,0

1914,amazon,'My phone sounded OK ( not great - OK), but my wife"s phone was almost totally unintelligible, she couldn"t understand a word being said on it.',1,1,0,3,0,1,0,0

1915,amazon,So I had to take the battery out of the phone put it all back together and then restart it.,0,0,0,1,0,0,0,0

1916,amazon,'While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.',1,2,0,2,0,0,0,0

1917,amazon,Leopard Print is wonderfully wild!.,1,1,0,2,1,0,0,1

1918,amazon,Works for me.,1,0,0,1,0,0,0,1

1919,amazon,'Saggy, floppy piece of junk.',0,2,0,2,0,0,0,0

1920,amazon,much better than the hard plastic cases.,1,1,0,1,0,0,0,1

1921,amazon,It also had a new problem.,0,1,0,1,0,0,0,0

1922,amazon,Happy so far!.,1,0,0,2,1,0,0,1

1923,amazon,cool phone.,1,0,0,1,0,0,0,1

1924,amazon,Works good.,2,0,0,1,0,0,0,1

1925,amazon,Motorola finally got the voice quality of a bluetooth headset right.,1,0,0,1,0,0,0,1

1926,amazon,It looses connection to the phone even when it is within a couple feet between the two.,0,0,0,1,0,0,0,0

1927,amazon,'but it is great, i would really recommend it',2,0,0,1,0,0,0,1

1928,amazon,Makes it easier to keep up with my bluetooth when I"m not wearing it.,1,0,0,1,0,1,0,0

1929,amazon,As I said above....PRETTY USELESS!,0,1,0,5,1,0,0,0

1930,amazon,Never got it!!!!!,0,0,0,5,5,1,0,0

1931,amazon,This pair of headphones is the worst that I have ever had sound-wise.,0,1,0,1,0,0,0,0

1932,amazon,[...] down the drain because of a weak snap!,0,2,0,4,1,0,0,0

1933,amazon,Does not charge the Cingular (ATT) 8525 phone.,0,0,0,1,0,1,0,0

1934,amazon,You get extra minutes so that you can carry out the call and not get cut off.",0,0,0,1,0,1,0,1

1935,amazon,'However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn"t receive and place calls.',0,1,0,3,0,0,0,0

1936,amazon,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0,0,0,1,0,0,0,0

1937,amazon,The headset fulfills my requirements so I am happy with my purchase.,1,0,0,1,0,0,0,1

1938,amazon,Logitech Bluetooth Headset is a 10!.,0,0,0,2,1,0,0,1

1939,amazon,'I like the fact that it rests lightly against your ear, rather than inside.',1,0,0,2,0,0,0,1

1940,amazon,A lot of websites have been rating this a very good phone and so do I.,1,0,0,1,0,0,0,1

1941,amazon,I have tried these cables with my computer and my iPod and it works just fine.,2,0,0,1,0,0,0,1

1942,amazon,'The mic there is a joke, and the volume is quite low.',0,1,0,2,0,0,0,0

1943,amazon,I"m returning them.,0,0,0,1,0,0,0,0

1944,amazon,I does not maintain a connection with the computer while it is on my lap.,0,0,0,1,0,1,0,0

1945,amazon,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,2,0,0,1,0,0,0,1

1946,amazon,I have had mine for about a year and this Christmas I bought some for the rest of the family.,0,0,0,1,0,0,0,1

1947,amazon,'Otherwise, easy to install and use, clear sound.',2,0,0,3,0,0,0,1

1948,amazon,nice leather.,1,0,0,1,0,0,0,1

1949,amazon,I had to purchase a different case.,0,0,0,1,0,0,0,0

1950,amazon,It is a joy to use.,1,0,0,1,0,0,0,1

1951,amazon,Very much disappointed with this company.,0,1,0,1,0,0,0,0

1952,amazon,Very satisifed with that.,0,0,0,1,0,0,0,1

1953,amazon,It didn"t charge for me.,0,0,0,1,0,1,0,0

1954,amazon,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,0,0,5,1,0,0,1

1955,amazon,Buttons are too small.,0,0,0,1,0,0,0,0

1956,amazon,Just reading on the specs alone makes you say WOW.,1,0,0,1,0,0,0,1

1957,amazon,Love it.. Great armband.,2,0,0,3,0,0,0,1

1958,amazon,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,2,0,0,1,0,0,0,1

1959,amazon,'However, the keypads are so tinny that I sometimes reach the wrong buttons.',0,1,0,2,0,0,0,0

1960,amazon,I exchanged the sony ericson z500a for this and I"m pretty happy with that decision.,2,0,0,1,0,0,0,1

1961,amazon,I was very impressed with the price of the cases.,1,0,0,1,0,0,0,1

1962,amazon,Also makes it easier to hold on to.,1,0,0,1,0,0,0,1

1963,amazon,'I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!',2,1,0,2,1,0,0,1

1964,amazon,It"s pretty easy.,2,0,0,1,0,0,0,1

1965,amazon,I cannot make calls at certain places.,0,0,0,1,0,0,0,0

1966,amazon,'however, my girl was complain that some time the phone doesn"t wake up like normal phone does.',1,1,0,2,0,1,0,0

1967,amazon,Beautiful styling though.,1,0,0,1,0,0,0,1

1968,amazon,This company charge me a restocking fee and still not given me my refund back.,1,0,0,1,0,1,0,0

1969,amazon,I"m trying to return it for a refund.,1,0,0,1,0,0,0,0

1970,amazon,I plugged it in only to find out not a darn thing worked.,1,0,0,1,0,1,0,0

1971,amazon,Excellent product.,1,0,0,1,0,0,0,1

1972,amazon,Earbud piece breaks easily.,0,1,0,1,0,0,0,0

1973,amazon,Lousy product.,0,1,0,1,0,0,0,0

1974,amazon,This phone tries very hard to do everything but fails at it"s very ability to be a phone.,0,2,0,1,0,0,0,0

1975,amazon,It is the best charger I have seen on the market yet.,1,0,0,1,0,0,0,1

1976,amazon,SWEETEST PHONE!!!,0,0,0,3,3,0,0,1

1977,amazon,':-)Oh, the charger seems to work fine.',2,0,0,2,0,0,0,1

1978,amazon,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,2,0,0,1,0,1,0,1

1979,amazon,Not enough volume.,1,0,0,1,0,1,0,0

1980,amazon,Echo Problem....Very unsatisfactory,0,1,0,4,0,0,0,0

1981,amazon,you could only take 2 videos at a time and the quality was very poor.,0,1,0,1,0,0,0,0

1982,amazon,don"t waste your money.,0,1,0,1,0,1,0,0

1983,amazon,I am going to have to be the first to negatively review this product.,0,0,0,1,0,0,0,0

1984,amazon,Adapter does not provide enough charging current.,1,0,0,1,0,1,0,0

1985,amazon,'There was so much hype over this phone that I assumed it was the best, my mistake.',1,2,0,2,0,0,0,0

1986,amazon,You also cannot take pictures with it in the case because the lense is covered.,0,0,0,1,0,0,0,0

1987,amazon,Phone falls out easily.,0,1,0,1,0,0,0,0

1988,amazon,'It didn"t work, people can not hear me when I talk.',1,0,0,2,0,2,0,0

1989,amazon,The text messaging feature is really tricky to use.,0,1,0,1,0,0,0,0

1990,amazon,I"m really disappointed all I have now is a charger that doesn"t work.,1,1,0,1,0,1,0,0

1991,amazon,Painful on the ear.,0,1,0,1,0,0,0,0

