@relation first_attribute_v6-weka.filters.unsupervised.instance.Resample-S1-Z70.0

@attribute source string
@attribute text string
@attribute positive_words numeric
@attribute negative_words numeric
@attribute negative_adverbs numeric
@attribute punctuation_sum numeric
@attribute punctuation_exclamation numeric
@attribute negation numeric
@attribute class {0,1}

@data
yelp,'I\"d say that would be the hardest decision... Honestly, all of M\"s dishes taste how they are supposed to taste (amazing).',0,0,0,5,0,0,1
yelp,'The chips that came out were dripping with grease, and mostly not edible.',0,1,0,2,0,1,0
yelp,'My first visit to Hiro was a delight!',1,0,0,1,1,0,1
imdb,'Having to humour him just to get by and get through the day was so apt.',1,0,0,1,0,0,1
amazon,'You won\"t regret it!',0,1,0,1,1,1,1
yelp,'In summary, this was a largely disappointing dining experience.',0,1,0,2,0,0,0
imdb,'It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients\" houses for his trysts with the flaming Darren (Tom Hollander).',0,0,0,1,0,0,1
imdb,Brilliant!,1,0,0,1,1,0,1
amazon,'Phone falls out easily.',0,1,0,1,0,0,0
amazon,'Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.',2,2,0,1,0,0,0
amazon,'Worst software ever used.... If I could give this zero stars I would.',0,1,0,5,0,0,0
imdb,'Predictable, but not a bad watch.',0,1,0,2,0,1,1
yelp,'Highly recommended.',1,0,0,1,0,0,1
yelp,'Will go back next trip out.',0,0,0,1,0,0,1
amazon,'The biggest complaint I have is, the battery drains superfast.',0,2,0,2,0,0,0
imdb,'Now imagine that every single one of those decisions was made wrong.',0,1,0,1,0,0,0
amazon,'I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).',1,0,0,1,0,0,0
amazon,'I highly recommend this device to everyone!',1,0,0,1,1,0,1
yelp,'The worst was the salmon sashimi.',0,1,0,1,0,0,0
yelp,'I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.',2,1,0,1,0,0,0
imdb,'The guy who said he\"s had better dialogue with his potted plants has it right.',2,0,0,1,0,0,0
yelp,'will definitely be back!',0,0,0,1,1,0,1
amazon,'Also the area where my unit broke).- I\"m not too fond of the magnetic strap.',1,0,0,2,0,1,0
yelp,'The cow tongue and cheek tacos are amazing.',1,0,0,1,0,0,1
imdb,'Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery\"s noble brigand, Candace Bergen\"s feisty heroine, John Huston\"s wily John Hay or Steve Kanaly\"s spiffy, radiant, ruthless can-do lieutenant, Roosevelt\"s \"Big Stick\".',4,2,0,8,0,0,1
yelp,'But now I was completely grossed out.',0,0,0,1,0,0,0
yelp,'It was delicious!!!',1,0,0,3,3,0,1
imdb,'putting the race card aside, lets look at the major flaw in the film: they destroy latifa\"s character.',0,2,0,2,0,0,0
imdb,'All in all its an insult to one\"s intelligence and a huge waste of money.',1,2,0,1,0,0,0
amazon,'I was very impressed with the price of the cases.',1,0,0,1,0,0,1
yelp,'They really want to make your experience a good one.',1,0,0,1,0,0,1
imdb,'Meredith M was better than all right.',2,0,0,1,0,0,1
imdb,'Another thing I didn\"t really like is when a character got punched in the face, a gallon of blood would spew forth soon after.',1,1,0,2,0,1,0
imdb,'It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.',2,0,0,2,0,0,1
imdb,'I felt asleep the first time I watched it, so I can recommend it for insomniacs.',1,1,0,2,0,0,0
imdb,'A good commentary of today\"s love and undoubtedly a film worth seeing.',3,0,0,1,0,0,1
imdb,'Avoid at ALL costs!',0,1,0,1,1,0,0
amazon,'Works great!.',2,0,0,2,1,0,1
imdb,'The problem was the script.',0,1,0,1,0,0,0
imdb,'Both actors truly understand and become their particular character, delivering a convincing, sincere performance.',2,0,0,3,0,0,1
amazon,'Warning - Stay away.',0,1,0,1,0,0,0
yelp,'This is a disgrace.',0,1,0,1,0,0,0
imdb,'But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut\"s biggest fear is that he has crashed in the USSR.',2,3,0,1,0,0,1
amazon,'A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!',0,2,0,3,3,0,0
yelp,'Their monster chicken fried steak and eggs is my all time favorite.',1,2,0,1,0,0,1
amazon,'Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.',2,1,0,3,0,0,1
amazon,'This phone might well be the worst I\"ve ever had in any brand.',1,1,0,1,0,0,0
imdb,'The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.',0,4,0,2,0,0,0
amazon,'Echo Problem....Very unsatisfactory',0,1,0,4,0,0,0
amazon,'Nice headset priced right.',2,0,0,1,0,0,1
amazon,'One thing I hate is the mode set button at the side.',0,1,0,1,0,0,0
imdb,'This film has no redeeming features.',1,0,0,1,0,1,0
amazon,'It is simple to use and I like it.',1,0,0,1,0,0,1
amazon,'The headsets are easy to use and everyone loves them.',2,0,0,1,0,0,1
yelp,'Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.',2,0,0,3,0,0,1
amazon,'It is well made, easy to access the phone and has a handy, detachable belt clip.',4,0,0,3,0,0,1
imdb,'A standout scene.',1,0,0,1,0,0,1
amazon,'I had ordered a motorola data cable, got a very well finished and working product.',1,0,0,2,0,0,1
yelp,'The classic Maine Lobster Roll was fantastic.',2,0,0,1,0,0,1
amazon,'doesn\"t last long.',0,0,0,1,0,1,0
amazon,'Excellent sound, battery life and inconspicuous to boot!.',1,0,0,3,1,0,1
imdb,'Of course, the acting is blah.',0,1,0,2,0,0,0
amazon,'Also its slim enough to fit into my alarm clock docking station without removing the case.',1,1,0,1,0,0,1
amazon,'Superb Phone on a Great Network.',2,0,0,1,0,0,1
amazon,'Excellent bluetooth headset.',1,0,0,1,0,0,1
yelp,'I had the mac salad and it was pretty bland so I will not be getting that again.',1,1,0,1,0,1,0
imdb,'Long, whiny and pointless.',0,2,0,2,0,0,0
yelp,'will definitely be back!',0,0,0,1,1,0,1
amazon,'Does everything it should and more.',0,0,0,1,0,0,1
yelp,'My salad had a bland vinegrette on the baby greens and hearts of Palm.',0,1,0,1,0,0,0
amazon,'Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.',3,1,0,3,0,0,1
yelp,'Service is also cute.',1,0,0,1,0,0,1
amazon,'Does not fit.',0,0,0,1,0,1,0
imdb,'The jerky camera movements were also annoying.',0,2,0,1,0,0,0
amazon,'Their Research and Development division obviously knows what they\"re doing.',0,0,0,1,0,0,1
imdb,'Duris has a wholesome appearance and gives a fine performance.',2,0,0,1,0,0,1
yelp,'When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.',0,0,0,1,0,0,1
yelp,'This isn\"t a small family restaurant, this is a fine dining establishment.',1,0,0,2,0,1,1
imdb,'Nothing short of magnificent photography/cinematography in this film.',1,0,0,1,0,1,1
imdb,'About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.',1,3,0,3,0,1,0
yelp,'I\"d say that would be the hardest decision... Honestly, all of M\"s dishes taste how they are supposed to taste (amazing).',0,0,0,5,0,0,1
yelp,'Also there are combos like a burger, fries, and beer for 23 which is a decent deal.',2,0,0,3,0,0,1
yelp,'Why are these sad little vegetables so overcooked?',0,1,1,1,0,0,0
yelp,'Wow... Loved this place.',2,0,0,4,0,0,1
amazon,'This fixes all the problems.',0,1,0,1,0,0,1
imdb,'Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.',0,3,0,3,0,0,0
yelp,'Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.',2,0,0,3,0,0,1
yelp,'Fantastic food!',1,0,0,1,1,0,1
imdb,'), and sometimes it was so embarrassing that I had to look away.',0,1,0,2,0,0,0
yelp,'This is a really fantastic Thai restaurant which is definitely worth a visit.',2,0,0,1,0,0,1
amazon,'Who in their right mind is gonna buy this battery?.',1,0,0,2,0,0,0
amazon,'Truly awful.',0,1,0,1,0,0,0
imdb,'It really created a unique feeling though.',0,0,0,1,0,0,1
amazon,'The company shipped my product very promptly and it works well.',3,0,0,1,0,0,1
imdb,'In short, don\"t bother with this movie.',0,1,0,2,0,1,0
yelp,'From what my dinner companions told me...everything was very fresh with nice texture and taste.',2,0,0,4,0,0,1
amazon,'I am more than happy with this product.',1,0,0,1,0,0,1
imdb,'The dialogue sucked.',0,1,0,1,0,0,0
imdb,'i wouldnt see this movie again for free.',1,0,0,1,0,0,0
yelp,'The bathrooms are clean and the place itself is well decorated.',2,0,0,1,0,0,1
imdb,'Don\"t waste your time watching this rubbish non-researched film.',0,2,0,1,0,1,0
imdb,'I saw this short film on HBO the other day and absolutely loved it.',1,0,0,1,0,0,1
yelp,'As for the \"mains,\" also uninspired.',0,1,0,2,0,0,0
imdb,'Unfortunately, this is a bad movie that is just plain bad.',0,3,0,2,0,0,0
amazon,'I highly recommend these and encourage people to give them a try.',2,0,0,1,0,0,1
amazon,'Thank you for wasting my money.',1,1,0,1,0,0,0
yelp,'After the disappointing dinner we went elsewhere for dessert.',0,1,0,1,0,0,0
yelp,'The restaurant is very clean and has a family restaurant feel to it.',1,0,0,1,0,0,1
yelp,'This is one of the better buffets that I have been to.',1,0,0,1,0,0,1
amazon,'This is by far the worst purchase I\"ve made on Amazon.',0,1,0,1,0,0,0
yelp,'The portion was huge!',0,0,0,1,1,0,1
amazon,'I recommend iGo to anyone with different brand cell phones/mp3 players in the family.',1,0,0,1,0,0,1
yelp,'this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.',4,0,0,1,0,0,1
yelp,'Terrible service!',0,1,0,1,1,0,0
yelp,'I\"m so happy to be here!!!\"',1,0,0,3,3,0,1
imdb,'Overall I rate this movie a 10 out of a 1-10 scale.',0,0,0,1,0,0,1
imdb,'He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.',1,2,0,3,0,0,0
imdb,'Also the music by Mark Snow is possibly the best score I\"ve ever heard.',1,0,0,1,0,0,1
yelp,'it was a drive to get there.',0,0,0,1,0,0,0
amazon,'The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.',1,0,0,3,0,1,0
yelp,'The ambience is wonderful and there is music playing.',1,0,0,1,0,0,1
imdb,'One more thing: I can tolerate political incorrectness very well, I\"m all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.',2,1,0,3,0,0,0
amazon,'We would recommend these to others.',1,0,0,1,0,0,1
amazon,'The nokia CA-42 USB cable did not work with my phone.',1,0,0,1,0,1,0
imdb,'There\"s barely a boring moment in the film and there are plenty of humorous parts.',1,1,0,1,0,0,1
amazon,'It is well made, easy to access the phone and has a handy, detachable belt clip.',4,0,0,3,0,0,1
imdb,'If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.',0,0,0,2,0,0,0
yelp,'This is a GREAT place to eat!',1,0,0,1,1,0,1
amazon,'Works like a charm; it work the same as the one I got with the phone.',3,0,0,1,0,0,1
imdb,'Lots of holes in the script.',0,0,0,1,0,0,0
yelp,'The dining space is tiny, but elegantly decorated and comfortable.',2,0,0,2,0,0,1
imdb,'Nothing at all to recommend.',1,0,0,1,0,1,0
amazon,'I love the look and feel of Samsung flipphones.',1,0,0,1,0,0,1
yelp,'If you look for authentic Thai food, go else where.',1,0,0,2,0,0,0
imdb,'The story line is just awful!',0,1,0,1,1,0,0
yelp,'Your staff spends more time talking to themselves than me.',0,0,0,1,0,0,0
amazon,'Battery life is real good.',1,0,0,1,0,0,1
yelp,'We won\"t be going back.',0,0,0,1,0,1,0
amazon,'I am also very happy with the price.',1,0,0,1,0,0,1
imdb,'Let\"s start with all the problemsthe acting, especially from the lead professor, was very, very bad.',1,1,0,4,0,0,0
imdb,'I don\"t think I\"ve ever gone to a movie and disliked it as much.',0,1,0,1,0,1,0
amazon,'Battery life is real good.',1,0,0,1,0,0,1
yelp,'The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.',0,3,1,2,0,0,0
amazon,'The Ngage is still lacking in earbuds.',0,1,0,1,0,0,0
yelp,'Not to mention the combination of pears, almonds and bacon is a big winner!',1,0,0,2,1,1,1
amazon,'Low Quality.',0,0,0,1,0,0,0
imdb,'\" In fact, it\"s hard to remember that the part of Ray Charles is being acted, and not played by the man himself.',0,1,0,3,0,1,1
imdb,'It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!',3,1,0,4,1,0,1
amazon,'Perfect for the PS3.',1,0,0,1,0,0,1
amazon,'Works fine.',2,0,0,1,0,0,1
amazon,'I was able to do voice dialing in the car with no problem.',0,1,0,1,0,1,1
amazon,'It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.',0,0,0,3,0,0,1
yelp,'I\"m super pissd.',1,0,0,1,0,0,0
yelp,'I had strawberry tea, which was good.',1,0,0,2,0,0,1
yelp,'But the service was beyond bad.',0,1,0,1,0,0,0
yelp,'Both of them were truly unbelievably good, and I am so glad we went back.',2,1,0,2,0,0,1
amazon,'Their Research and Development division obviously knows what they\"re doing.',0,0,0,1,0,0,1
yelp,'They brought a fresh batch of fries and I was thinking yay something warm but no!',3,0,0,1,1,1,0
amazon,'My colleague & I now get great reception.A little expensive, but performance is great.',2,1,1,3,0,0,1
imdb,'The point is the journey, a journey that touches every member of the family.',0,0,0,2,0,0,1
imdb,'It\"s one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!',0,0,0,4,1,0,1
yelp,'The vegetables are so fresh and the sauce feels like authentic Thai.',3,0,0,1,0,0,1
amazon,'Jawbone Era is awesome too!',1,0,0,1,1,0,1
yelp,'The bathrooms are clean and the place itself is well decorated.',2,0,0,1,0,0,1
imdb,'It\"s one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!',0,0,0,4,1,0,1
amazon,'Good , works fine.',3,1,0,2,0,0,1
imdb,') a happy, wonderful, feel good ending!',3,0,0,3,1,0,1
amazon,'Works great.',2,0,0,1,0,0,1
yelp,'They have horrible attitudes towards customers, and talk down to each one when customers don\"t enjoy their food.',1,1,0,2,0,1,0
imdb,'Overall, a delight!',1,0,0,2,1,0,1
yelp,'One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn\"t expect more tip than that.',1,0,0,2,0,1,1
amazon,'It\"s very attractive and appears to be of good quality.',2,0,0,1,0,0,1
imdb,'I certainly do not mean this distinction in a good way.',2,0,0,1,0,1,0
imdb,'The cast of veteran actors are more than just a nostalgia trip.',0,0,0,1,0,0,1
imdb,'This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing \"Ive Never Had This Feeling Before\".I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.',4,1,1,7,2,1,1
amazon,'It didn\"t charge for me.',0,0,0,1,0,1,0
imdb,'I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.',0,2,0,2,0,2,0
yelp,'I\"ve had better bagels from the grocery store.',1,0,0,1,0,0,0
amazon,'I have to use the smallest earpieces provided, but it stays on pretty well.',2,0,0,2,0,0,1
amazon,'nice leather.',1,0,0,1,0,0,1
yelp,'Penne vodka excellent!',1,0,0,1,1,0,1
yelp,'Hopefully this bodes for them going out of business and someone who can cook can come in.',0,0,0,1,0,0,0
amazon,'I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.',4,0,0,2,0,0,1
yelp,'I\"m not impressed with the concept or the food.',1,0,0,1,0,1,0
yelp,'the food is not tasty at all, not to say its \"real traditional Hunan style\".',1,0,0,2,0,2,0
imdb,'Even Billy Bob couldn\"t rise above the script, which was worse.',0,1,0,2,0,0,0
imdb,'So for our enjoyment we get to see them run around, play games, and be dangerous.',1,1,0,3,0,0,1
yelp,'Maybe it\"s just their Vegetarian fare, but I\"ve been twice and I thought it was average at best.',1,0,0,2,0,0,0
amazon,'Linksys should have some way to exchange a bad phone for a refurb unit or something!',0,1,0,1,1,0,0
amazon,'it did not work in my cell phone plug i am very up set with the charger!.',1,0,0,2,1,1,0
imdb,'I\"m not sure what he was trying to do with this film.',0,0,0,1,0,1,0
yelp,'Then, as if I hadn\"t wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.',1,2,0,3,0,1,0
amazon,'It was an inexpensive piece, but I would still have expected better quality.',2,0,0,2,0,0,0
yelp,'I dont think I will be back for a very long time.',0,0,0,1,0,0,0
yelp,'Great service and food.',1,0,0,1,0,0,1
imdb,'There was a few pathetic attempts to give the characters some depth, but it didn\"t really work into the rest of the plot.',1,2,0,2,0,1,0
amazon,'useless phone, simply deaf.',0,2,0,2,0,0,0
yelp,'Service is quick and even \"to go\" orders are just like we like it!',2,0,0,1,1,0,1
amazon,'What a waste of time!',0,1,0,1,1,0,0
yelp,'The plantains were the worst I\"ve ever tasted.',0,1,0,1,0,0,0
imdb,'The hockey scenes are terrible, defensemen playing like they\"re 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.',1,1,0,4,0,0,0
imdb,'All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.',2,2,0,3,0,0,1
amazon,'Great product, fast shipping!.',2,0,0,3,1,0,1
imdb,'Wasted two hours.',0,1,0,1,0,0,0
yelp,'If you\"re not familiar, check it out.',0,0,0,2,0,1,1
amazon,'Small, sleek, impressive looking, practical setup with ample storage in place.',3,0,0,4,0,0,1
amazon,'The microphone also works well, but (according to people I have called) it applifies everything.',2,0,0,2,0,0,1
imdb,'The guy who said he\"s had better dialogue with his potted plants has it right.',2,0,0,1,0,0,0
amazon,'great headset, very impressed - H500.',2,0,0,2,0,0,1
imdb,'Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).',0,0,1,4,0,0,1
yelp,'Their rotating beers on tap is also a highlight of this place.',0,0,0,1,0,0,1
amazon,'I had to purchase a different case.',0,0,0,1,0,0,0
amazon,'Really good product.',1,0,0,1,0,0,1
amazon,'Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.',2,0,0,2,0,1,1
imdb,'The story starts too fast with absolutely no suspense or build-up in the slightest.',1,0,0,1,0,1,0
imdb,'But it wasn\"t until I watched this film that I realised how great he actually was.',1,0,0,1,0,1,1
imdb,'Hated it.',0,1,0,1,0,0,0
imdb,'The characters were all funny and had the peculiarity of not having a true lead character.',1,1,0,1,0,1,1
imdb,'If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.',0,0,0,2,0,0,0
yelp,'They have a really nice atmosphere.',1,0,0,1,0,0,1
imdb,'Filmiing was less expansive.',1,0,0,1,0,0,0
imdb,'I found this move beautiful, enjoyable, and uplifting.',3,0,0,3,0,0,1
amazon,'Worst Customer Service Ever.',0,1,0,1,0,0,0
yelp,'The chicken dishes are OK, the beef is like shoe leather.',1,0,0,2,0,0,0
yelp,'Try them in the airport to experience some tasty food and speedy, friendly service.',3,0,0,2,0,0,1
imdb,'It had some average acting from the main person, and it was a low budget as you clearly can see.',1,0,0,2,0,0,0
yelp,'I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.',1,0,0,2,0,0,1
amazon,'It has everything I need and I couldn\"t ask for more.',0,0,0,1,0,0,1
imdb,'Now you know why I gave it a 10+!',1,0,0,1,1,0,1
yelp,'Our server was super nice and checked on us many times.',2,0,0,1,0,0,1
yelp,'Maybe if they weren\"t cold they would have been somewhat edible.',0,1,0,1,0,1,0
yelp,'I was shocked because no signs indicate cash only.',0,1,0,1,0,1,0
imdb,'The soundtrack wasn\"t terrible, either.',0,1,0,2,0,1,1
imdb,'However Paul Schrader has indeed made a film \"about\" Mishima that is both superb & complex.',1,1,0,1,0,0,1
imdb,'But it\"s just not funny.',0,1,0,1,0,1,0
yelp,'When I opened the sandwich, I was impressed, but not in a good way.',2,0,0,3,0,1,0
yelp,'We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.',1,0,0,1,0,0,1
yelp,'This place deserves one star and 90\% has to do with the food.',0,0,0,1,0,0,0
yelp,'The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.',1,1,0,3,0,1,0
amazon,'I only hear garbage for audio.',0,1,0,1,0,0,0
amazon,'What a piece of junk.. I lose more calls on this phone.',0,2,0,3,0,0,0
imdb,'Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.',1,0,0,2,0,0,1
amazon,'Improper description.... I had to return it.',0,1,0,5,0,0,0
imdb,'This gets a 1 out of 10, simply because there\"s nothing lower.',0,0,0,2,0,1,0
imdb,'The acting was bad, the dialogs were extremely shallow and insincere.',0,3,0,2,0,0,0
amazon,'Great phone.',1,0,0,1,0,0,1
imdb,'It Was So Cool.',1,0,0,1,0,0,1
yelp,'The only redeeming quality of the restaurant was that it was very inexpensive.',2,0,0,1,0,0,1
amazon,'The Ngage is still lacking in earbuds.',0,1,0,1,0,0,0
imdb,'The point is the journey, a journey that touches every member of the family.',0,0,0,2,0,0,1
amazon,'The tracfonewebsite is user friendly and makes it easy toactivate, etc.',2,0,0,2,0,0,1
amazon,'I have read other\"s reviews here but I haven\"t had any problem with it.',0,1,0,1,0,1,1
yelp,'That said, our mouths and bellies were still quite pleased.',1,0,0,2,0,0,1
amazon,'You get what you pay for I guess.',0,0,0,1,0,0,0
amazon,'I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.',1,1,0,1,0,0,0
amazon,'Very happy with this product.',1,0,0,1,0,0,1
imdb,'There\"s also enough hypocrisy in this film to make me vomit.',1,2,0,1,0,0,0
amazon,'This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.',2,0,0,1,0,0,1
imdb,'The aerial scenes were well-done.',0,0,0,1,0,0,1
imdb,'The best part about \"Nurse Betty\" is it\"s unpredictability.',1,0,0,1,0,0,1
yelp,'Reasonably priced also!',1,0,0,1,1,0,1
yelp,'Waitress was a little slow in service.',0,1,1,1,0,0,0
yelp,'This is my new fav Vegas buffet spot.',1,0,0,1,0,0,1
imdb,'This is probably the most irritating show I have ever seen in my entire life.',0,1,0,1,0,0,0
amazon,'I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.',0,1,0,1,0,1,0
yelp,'They were excellent.',1,0,0,1,0,0,1
imdb,'Camerawork - again, bad.',0,1,0,2,0,0,0
imdb,'Everything from acting to cinematography was solid.',1,0,0,1,0,0,1
yelp,'We made the drive all the way from North Scottsdale... and I was not one bit disappointed!',0,1,0,4,1,1,1
amazon,'Doesn\"t Work.',1,0,0,1,0,1,0
imdb,'A very good film indeed, about great and unconditional love.',4,0,0,2,0,0,1
amazon,'Terrible phone holder.',0,1,0,1,0,0,0
amazon,'Motorola finally got the voice quality of a bluetooth headset right.',1,0,0,1,0,0,1
yelp,'Their rotating beers on tap is also a highlight of this place.',0,0,0,1,0,0,1
imdb,'This scene is very strong and unpleasant.',1,1,0,1,0,0,0
amazon,'I love the look and feel of Samsung flipphones.',1,0,0,1,0,0,1
yelp,'The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.',2,0,0,2,0,1,1
yelp,'Hopefully this bodes for them going out of business and someone who can cook can come in.',0,0,0,1,0,0,0
yelp,'As for the service: I\"m a fan, because it\"s quick and you\"re being served by some nice folks.',1,0,0,2,0,0,1
yelp,'As a sushi lover avoid this place by all means.',1,1,0,1,0,0,0
imdb,'The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???',0,2,0,6,0,0,0
amazon,'what a disappointment',0,1,0,0,0,0,0
amazon,'I\"ve tried several different earpieces for my cell phone and this Jabra one is the first one I\"ve found that fits my ear comfortably.',1,0,0,1,0,0,1
amazon,'Product was excellent and works better than the verizon one and Boy was it cheaper!',4,0,0,1,1,0,1
imdb,'The only thing worse than Taylor\"s acting was Stanwyck\"s singing.',0,1,0,1,0,0,0
amazon,'I\"m trying to return it for a refund.',1,0,0,1,0,0,0
imdb,'Star Trek V The final Frontier is the worst in the series.',0,1,0,1,0,0,0
yelp,'On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.',3,0,0,2,0,0,1
yelp,'This is the place where I first had pho and it was amazing!!',1,0,0,2,2,0,1
imdb,'The acting was bad, the dialogs were extremely shallow and insincere.',0,3,0,2,0,0,0
yelp,'I probably won\"t be back, to be honest.',1,0,0,2,0,1,0
amazon,'It was a waste of my money.',0,1,0,1,0,0,0
imdb,'I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.',0,2,0,2,0,2,0
amazon,'It\"s AGGRAVATING!',0,1,0,1,1,0,0
imdb,'The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.',1,0,0,1,0,0,0
amazon,'Not good when wearing a hat or sunglasses.',1,0,0,1,0,1,0
yelp,'Eclectic selection.',0,0,0,1,0,0,1
amazon,'If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.',0,0,0,4,0,0,0
amazon,'The nokia CA-42 USB cable did not work with my phone.',1,0,0,1,0,1,0
yelp,'The chips that came out were dripping with grease, and mostly not edible.',0,1,0,2,0,1,0
imdb,'Also notable is John Bailey\"s fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola\"s Dracula for which she received a well deserved Oscar.',6,0,0,1,0,0,1
imdb,'For that, it\"s worth checking out.',1,0,0,2,0,0,1
amazon,'I\"ll be looking for a new earpiece.',0,0,0,1,0,0,0
amazon,'I advise EVERYONE DO NOT BE FOOLED!',0,1,0,1,1,1,0
amazon,'[...] down the drain because of a weak snap!',0,2,0,4,1,0,0
imdb,'This movie was kind of long in length, but I enjoyed every minute of it.',1,0,0,2,0,0,1
amazon,'Great audio!.',1,0,0,2,1,0,1
imdb,'I liked this movie way too much.',1,0,0,1,0,0,1
amazon,'Integrated seamlessly with the Motorola RAZR phone.',1,0,0,1,0,0,1
amazon,'Buy a different phone - but not this.',0,0,0,1,0,1,0
amazon,'An Awesome New Look For Fall 2000!.',1,1,0,2,1,0,1
yelp,'WAAAAAAyyyyyyyyyy over rated is all I am saying.',0,0,0,1,0,0,0
imdb,'But if you liked movies like The Matrix (and better yet, their sequels) I think you\"ll appreciate the thought provoking, mindblowing experience this film will give you.',4,0,0,3,0,0,1
amazon,'Happy so far!.',1,0,0,2,1,0,1
amazon,'the phone was unusable and was not new.',0,1,0,1,0,1,0
amazon,'I purcashed this for the car charger and it does not work.',1,0,0,1,0,1,0
imdb,'GO AND SEE IT!',0,0,0,1,1,0,1
amazon,'I wouldn\"t recommend buying this product.',1,0,0,1,0,0,0
imdb,'My only problem is I thought the actor playing the villain was a low rent Michael Ironside.',0,1,0,1,0,0,0
yelp,'When I\"m on this side of town, this will definitely be a spot I\"ll hit up again!',0,0,0,2,1,0,1
imdb,'This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.',3,0,0,1,0,0,1
amazon,'Excellent dual-purpose headset.',1,0,0,1,0,0,1
amazon,'I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.',2,1,0,1,0,0,1
yelp,'After waiting an hour and being seated, I was not in the greatest of moods.',1,0,0,2,0,1,0
imdb,'This film has no redeeming features.',1,0,0,1,0,1,0
yelp,'The poor batter to meat ratio made the chicken tenders very unsatisfying.',0,1,0,1,0,0,0
imdb,'The visual effects were AWFUL.',0,1,0,1,0,0,0
imdb,'If you see it, you should probably just leave it on the shelf.',0,0,0,2,0,0,0
imdb,'Totally believable.',1,0,0,1,0,0,1
imdb,'This movie creates its own universe, and is fascinating in every way.',1,0,0,2,0,0,1
imdb,'It is a really good show to watch.',1,0,0,1,0,0,1
amazon,'Couldn\"t figure it out',0,0,0,0,0,0,0
