@relation first_attribute_v4-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V

@attribute source string
@attribute text string
@attribute positive_words numeric
@attribute negative_words numeric
@attribute negative_adverbs numeric
@attribute punctuation_sum numeric
@attribute punctuation_exclamation numeric
@attribute negation numeric
@attribute class {0,1}

@data
imdb,'Too politically correct.',0,0,0,1,0,0,0
imdb,'You can\"t even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.',1,1,0,1,0,3,0
imdb,'I love Lane, but I\"ve never seen her in a movie this lousy.',1,0,0,2,0,1,0
imdb,'An hour and a half I wish I could bring back.',0,0,0,1,0,0,0
imdb,'The directing and the cinematography aren\"t quite as good.',0,0,0,1,0,1,0
imdb,'Then the film just dropped the ball.',0,0,0,1,0,0,0
imdb,'), and sometimes it was so embarrassing that I had to look away.',0,1,0,2,0,0,0
imdb,'The directing seems too pretentious.',0,0,0,1,0,0,0
yelp,'Wow... Loved this place.',1,0,0,4,0,0,1
yelp,'Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.',2,0,0,1,0,0,1
yelp,'The selection on the menu was great and so were the prices.',1,0,0,1,0,0,1
imdb,'Tom Wilkinson\"s character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character\"s anguish and suffering.',1,2,0,3,0,1,1
imdb,'You wont regret it!',0,1,0,1,1,0,1
yelp,'Service was very prompt.',0,0,0,1,0,0,1
yelp,'I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!',0,0,0,6,1,0,1
imdb,'I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.',1,0,0,2,0,0,1
yelp,'The food, amazing.',0,0,0,2,0,0,1
yelp,'Service is also cute.',0,0,0,1,0,0,1
yelp,'I could care less... The interior is just beautiful.',0,0,0,4,0,0,1
yelp,'So they performed.',0,0,0,1,0,0,1
yelp,'That\"s right....the red velvet cake.....ohhh this stuff is so good.',0,0,0,10,0,0,1
yelp,'This hole in the wall has great Mexican street tacos, and friendly staff.',2,0,0,2,0,0,1
yelp,'Also there are combos like a burger, fries, and beer for 23 which is a decent deal.',2,0,0,3,0,0,1
yelp,'I found this place by accident and I could not be happier.',0,0,0,1,0,1,1
imdb,'I think the most wonderful parts (literally, full of \"wonder\") are the excerpts from his works.',1,0,0,2,0,0,1
yelp,'The only redeeming quality of the restaurant was that it was very inexpensive.',1,0,0,1,0,0,1
imdb,'The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.',2,0,0,2,0,0,1
yelp,'My first visit to Hiro was a delight!',0,0,0,1,1,0,1
yelp,'The shrimp tender and moist.',1,0,0,1,0,0,1
yelp,'On a positive note, our server was very attentive and provided great service.',3,0,0,2,0,0,1
imdb,'An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I\"d love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).',3,2,0,4,1,0,1
imdb,'The transfers are very good.',0,0,0,1,0,0,1
yelp,'If you want a sandwich just go to any Firehouse!!!!!',0,0,0,5,5,0,1
imdb,'See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.',1,0,0,1,0,0,1
yelp,'We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.',2,0,0,1,0,0,1
yelp,'He came running after us when he realized my husband had left his sunglasses on the table.',0,0,0,1,0,0,1
yelp,'Their chow mein is so good!',0,0,0,1,1,0,1
imdb,'An Italian reviewer called this \"a small, great film,\" and that\"s right.',1,0,0,3,0,0,1
yelp,'Loved it...friendly servers, great food, wonderful and imaginative menu.',4,0,0,6,0,0,1
imdb,'I loved it, it was really scary.',1,0,0,2,0,0,1
yelp,'This place receives stars for their APPETIZERS!!!',0,0,0,3,3,0,1
imdb,'A standout scene.',1,0,0,1,0,0,1
yelp,'We\"d definitely go back here again.',0,0,0,1,0,0,1
yelp,'We are so glad we found this place.',1,0,0,1,0,0,1
yelp,'Great food and service, huge portions and they give a military discount.',1,0,0,2,0,0,1
imdb,'BLACK WATER is a thriller that manages to completely transcend it\"s limitations (it\"s an indie flick) by continually subverting expectations to emerge as an intense experience.',0,2,0,1,0,0,1
imdb,'10 out of 10 for both the movie and trilogy.',0,0,0,1,0,0,1
imdb,'Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it\"s coming from a distant hill.',6,0,0,3,0,0,1
yelp,'The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.',0,0,0,2,0,0,1
yelp,'- Really, really good rice, all the time.',1,0,0,3,0,0,1
yelp,'The sweet potato fries were very good and seasoned well.',3,0,0,1,0,0,1
yelp,'Today is the second time I\"ve been to their lunch buffet and it was pretty good.',1,0,0,1,0,0,1
imdb,'This movie is a good and humorous comment on life in 2006.',2,0,0,1,0,0,1
yelp,'I love the Pho and the spring rolls oh so yummy you have to try.',1,0,0,1,0,0,1
yelp,'All I have to say is the food was amazing!!!',0,0,0,3,3,0,1
yelp,'Omelets are to die for!',0,1,0,1,1,0,1
yelp,'Everything was fresh and delicious!',1,0,0,1,1,0,1
yelp,'It\"s like a really sexy party in your mouth, where you\"re outrageously flirting with the hottest person at the party.',3,1,0,2,0,0,1
imdb,'Highly entertaining at all angles.',1,0,0,1,0,0,1
imdb,'Julian Fellowes has triumphed again.',0,0,0,1,0,0,1
yelp,'Food arrived quickly!',0,0,0,1,1,0,1
yelp,'On the up side, their cafe serves really good food.',1,0,0,2,0,0,1
yelp,'Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!',1,0,0,2,1,0,1
yelp,'The only good thing was our waiter, he was very helpful and kept the bloddy mary\"s coming.',2,0,0,2,0,0,1
imdb,'All the characters in this film are tremendously well played.',2,0,0,1,0,0,1
yelp,'I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.',1,0,0,3,0,0,1
imdb,'It even has its sweet moments.',1,0,0,1,0,0,1
imdb,'The best scene in the movie is at the end, but I won\"t spoil it.',1,1,0,2,0,1,1
yelp,'The food was delicious, our bartender was attentive and personable AND we got a great deal!',2,0,0,2,1,0,1
yelp,'The ambience is wonderful and there is music playing.',1,0,0,1,0,0,1
imdb,'Judith Light is one of my favorite actresses and I think she does a superb job in this film!',2,0,0,1,1,0,1
imdb,'Kieslowski never ceases to amaze me.',1,0,0,1,0,1,1
yelp,'This is a really fantastic Thai restaurant which is definitely worth a visit.',1,0,0,1,0,0,1
imdb,'Conclusion - I loved it.',1,0,0,1,0,0,1
yelp,'Good prices.',1,0,0,1,0,0,1
yelp,'Check it out.',0,0,0,1,0,0,1
yelp,'Service was fine and the waitress was friendly.',1,0,0,1,0,0,1
yelp,'The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he\"s ever eaten.',3,1,0,2,0,0,1
yelp,'We thought you\"d have to venture further away to get good sushi, but this place really hit the spot that night.',1,0,0,2,0,0,1
imdb,'It rocked my world and is certainly a must see for anyone with no social or physical outlets.',0,0,0,1,0,1,1
imdb,'Gotta love those close-ups of slimy, drooling teeth!',1,0,0,2,1,0,1
yelp,'Penne vodka excellent!',0,0,0,1,1,0,1
imdb,'However Paul Schrader has indeed made a film \"about\" Mishima that is both superb & complex.',1,0,0,1,0,0,1
yelp,'Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.',2,0,0,3,0,0,1
imdb,'You share General Loewenhielm\"s exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.',2,0,0,1,0,0,1
yelp,'I had a seriously solid breakfast here.',1,0,0,1,0,0,1
yelp,'This is one of the best bars with food in Vegas.',1,0,0,1,0,0,1
imdb,'I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.',2,0,0,4,0,1,1
imdb,'I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!',1,0,0,1,1,0,1
imdb,'His on screen presence shined thought even though there were other senior actors on the screen with him.',0,0,0,1,0,0,1
imdb,'While you don\"t yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.',0,0,0,2,0,1,1
imdb,'The ending is so, SO perfect... you\"ll shed a tear.',0,0,0,5,0,0,1
yelp,'Some highlights : Great quality nigiri here!',1,0,0,1,1,0,1
yelp,'the staff is friendly and the joint is always clean.',1,0,0,1,0,0,1
yelp,'this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.',4,0,0,1,0,0,1
imdb,'Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.',0,2,0,3,0,0,1
yelp,'this place is good.',0,0,0,1,0,0,1
yelp,'I was seated immediately.',0,0,0,1,0,0,1
yelp,'Their menu is diverse, and reasonably priced.',1,0,0,2,0,0,1
imdb,'A very charming film with wonderful sentiment and heart.',2,0,0,1,0,0,1
imdb,'Ursula Burton\"s portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.',1,1,0,1,0,0,1
imdb,'It was also the right balance of war and love.',1,0,0,1,0,0,1
yelp,'Bacon is hella salty.',0,0,0,1,0,0,1
yelp,'This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.',2,0,0,2,0,1,1
yelp,'The waitresses are very friendly.',0,0,0,1,0,0,1
yelp,'Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!',0,1,0,2,1,1,1
imdb,'The original Body and Soul (1947) is a masterpiece.',0,0,0,1,0,0,1
imdb,'is pretty funny.',1,0,0,1,0,0,1
imdb,'See it.',0,0,0,1,0,0,1
yelp,'Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.',2,1,0,2,0,1,1
imdb,'Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.',2,0,0,1,0,0,1
yelp,'Interesting decor.',1,0,0,1,0,0,1
imdb,'But I thought his acting was skilled.',0,0,0,1,0,0,1
yelp,'Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.',1,0,0,6,0,0,1
imdb,'A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).',3,2,0,3,0,0,1
yelp,'Both of the egg rolls were fantastic.',0,0,0,1,0,0,1
yelp,'I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.',0,0,0,2,0,0,1
yelp,'The best place to go for a tasty bowl of Pho!',1,0,0,1,1,0,1
yelp,'Very friendly staff.',1,0,0,1,0,0,1
yelp,'It is worth the drive.',1,0,0,1,0,0,1
yelp,'I had heard good things about this place, but it exceeding every hope I could have dreamed of.',2,0,0,2,0,0,1
imdb,'The cast is always entertaining as usual.',1,0,0,1,0,0,1
yelp,'Great brunch spot.',1,0,0,1,0,0,1
yelp,'Service is friendly and inviting.',1,0,0,1,0,0,1
yelp,'Very good lunch spot.',1,0,0,1,0,0,1
yelp,'The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.',1,0,0,3,0,0,1
yelp,'My friend loved the salmon tartar.',1,0,0,1,0,0,1
yelp,'Extremely Tasty!',0,0,0,1,1,0,1
yelp,'Waitress was good though!',1,0,0,1,1,0,1
yelp,'The Jamaican mojitos are delicious.',0,0,0,1,0,0,1
yelp,'- the food is rich so order accordingly.',1,0,0,1,0,0,1
imdb,'They are so easy to love, but even more easy to identify with.',2,0,0,2,0,0,1
yelp,'This is an unbelievable BARGAIN!',0,1,0,1,1,0,1
yelp,'The folks at Otto always make us feel so welcome and special.',1,0,0,1,0,0,1
yelp,'This is the place where I first had pho and it was amazing!!',0,0,0,2,2,0,1
imdb,'Definitely worth checking out.',1,0,0,1,0,0,1
yelp,'Very very fun chef.',1,0,0,1,0,0,1
yelp,'Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV\"s.',1,0,0,1,0,0,1
imdb,'I believe the screenwriter did a good job of tying up the loose ends.',1,1,0,1,0,0,1
yelp,'Everyone is very attentive, providing excellent customer service.',1,0,0,2,0,0,1
yelp,'Now this dish was quite flavourful.',0,0,0,1,0,0,1
yelp,'Seriously flavorful delights, folks.',0,0,0,2,0,0,1
yelp,'Much better than the other AYCE sushi place I went to in Vegas.',1,0,0,1,0,0,1
imdb,'Having to humour him just to get by and get through the day was so apt.',1,0,0,1,0,0,1
yelp,'Owner\"s are really great people.!',1,0,0,2,1,0,1
yelp,'The Greek dressing was very creamy and flavorful.',0,0,0,1,0,0,1
yelp,'Now the pizza itself was good the peanut sauce was very tasty.',1,0,0,1,0,0,1
yelp,'We had 7 at our table and the service was pretty fast.',1,0,0,1,0,0,1
yelp,'Fantastic service here.',0,0,0,1,0,0,1
yelp,'They know how to make them here.',0,0,0,1,0,0,1
imdb,'This movie is so awesome!',0,0,0,1,1,0,1
imdb,'It features an outlandish array of memorable, psychotic but lovable nuts.',1,0,0,2,0,0,1
yelp,'Good service, very clean, and inexpensive, to boot!',1,0,0,4,1,0,1
yelp,'The seafood was fresh and generous in portion.',2,0,0,1,0,0,1
yelp,'Plus, it\"s only 8 bucks.',0,0,0,2,0,0,1
imdb,10/10,0,0,0,0,0,0,1
yelp,'Just as good as when I had it more than a year ago!',1,0,0,1,1,0,1
yelp,'The Veggitarian platter is out of this world!',0,0,0,1,1,0,1
yelp,'You cant go wrong with any of the food here.',0,1,0,1,0,0,1
imdb,'Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.',2,1,0,1,0,0,1
yelp,'Stopped by this place while in Madison for the Ironman, very friendly, kind staff.',0,0,0,3,0,0,1
yelp,'The chefs were friendly and did a good job.',2,0,0,1,0,0,1
yelp,'I liked the patio and the service was outstanding.',1,0,0,1,0,0,1
imdb,'Predictable, but not a bad watch.',0,1,0,2,0,1,1
yelp,'I went to Bachi Burger on a friend\"s recommendation and was not disappointed.',1,0,0,1,0,1,1
yelp,'I would definitely recommend the wings as well as the pizza.',2,0,0,1,0,0,1
yelp,'Great Pizza and Salads!',1,0,0,1,1,0,1
imdb,'This is an excellent film.',1,0,0,1,0,0,1
yelp,'The staff is great, the food is delish, and they have an incredible beer selection.',1,0,0,3,0,0,1
yelp,'I didn\"t know pulled pork could be soooo delicious.',0,0,0,1,0,1,1
yelp,'You get incredibly fresh fish, prepared with care.',2,0,0,2,0,0,1
imdb,'I have recommended it to friends.',1,0,0,1,0,0,1
imdb,'A great film by a great director.',2,0,0,1,0,0,1
yelp,'Good beer & drink selection and good food selection.',2,0,0,1,0,0,1
yelp,'Good Service-check!',1,0,0,1,1,0,1
yelp,'In the summer, you can dine in a charming outdoor patio - so very delightful.',1,0,0,2,0,0,1
yelp,'I did not expect this to be so good!',0,0,0,1,1,1,1
imdb,'Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.',0,0,0,2,0,0,1
yelp,'The food was very good.',0,0,0,1,0,0,1
yelp,'Great food for the price, which is very high quality and house made.',1,0,0,2,0,0,1
imdb,'Meredith M was better than all right.',1,0,0,1,0,0,1
imdb,'This is definitely a cult classic well worth viewing and sharing with others.',3,0,0,1,0,0,1
yelp,'All the bread is made in-house!',0,0,0,1,1,0,1
yelp,'Service was exceptional and food was a good as all the reviews.',2,0,0,1,0,0,1
imdb,'His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.',2,0,0,3,0,1,1
imdb,'It really created a unique feeling though.',0,0,0,1,0,0,1
imdb,'An instant classic, with a great soundtrack and a catchy song during the ending credits.',2,0,0,2,0,0,1
yelp,'You won\"t be disappointed.',0,0,0,1,0,1,1
yelp,'They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.',1,0,0,2,0,0,1
imdb,'Don\"t miss it.',0,1,0,1,0,1,1
yelp,'We had fantastic service, and were pleased by the atmosphere.',1,0,0,2,0,0,1
yelp,'I love this place.',1,0,0,1,0,0,1
imdb,'Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.',0,0,0,3,0,0,1
imdb,'I was particularly pleased with the acting ability of Dwight Schultz.',1,0,0,1,0,0,1
yelp,'Of all the dishes, the salmon was the best, but all were great.',0,0,0,3,0,0,1
yelp,'The vegetables are so fresh and the sauce feels like authentic Thai.',3,0,0,1,0,0,1
imdb,'\" With great sound effects, and impressive special effects, I can\"t recommend this movie enough.',3,0,0,3,0,1,1
yelp,'Pretty good beer selection too.',2,0,0,1,0,0,1
yelp,'This place is like Chipotle, but BETTER.',1,0,0,2,0,0,1
yelp,'Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!',2,0,0,7,5,0,1
yelp,'5 stars for the brick oven bread app!',0,0,0,1,1,0,1
imdb,'If you want a real scare rent this one!',0,1,0,1,1,0,1
yelp,'Everyone is treated equally special.',0,0,0,1,0,0,1
imdb,'Excellently produced by one of Sci-fi\"s best producers Scot Vandiver !',2,0,0,1,1,0,1
yelp,'On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.',3,0,0,2,0,0,1
yelp,'As always the evening was wonderful and the food delicious!',1,0,0,1,1,0,1
imdb,'However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.',1,0,0,3,0,0,1
yelp,'(The bathroom is just next door and very nice.)',0,0,0,1,0,0,1
imdb,':) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.',1,1,0,2,0,0,1
yelp,'Pretty cool I would say.',2,0,0,1,0,0,1
imdb,'If good intentions made a film great, then this film might be one of the greatest films ever made.',2,0,0,2,0,0,1
yelp,'Would come back again if I had a sushi craving while in Vegas.',0,0,0,1,0,0,1
yelp,'The staff are great, the ambiance is great.',0,0,0,2,0,0,1
imdb,'It was a long time that i didn\"t see a so charismatic actor on screen.',1,0,0,1,0,1,1
imdb,'The film\"s sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).',2,1,0,1,0,0,1
imdb,'I\"m a big fan of this series mostly due to Anne Rice\"s style, sensitivities and treatments.',0,0,0,2,0,0,1
yelp,'Best tacos in town by far!!',1,0,0,2,2,0,1
yelp,'In an interesting part of town, this place is amazing.',1,0,0,2,0,0,1
yelp,'They have great dinners.',1,0,0,1,0,0,1
imdb,'Three of the most visually appealing movies i\"ve ever seen.',1,0,0,1,0,0,1
yelp,'I will come back here every time I\"m in Vegas.',0,0,0,1,0,0,1
yelp,'Def coming back to bowl next time',0,0,0,0,0,0,1
yelp,'If you want healthy authentic or ethic food, try this place.',2,0,0,2,0,0,1
yelp,'I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;',1,0,0,3,0,0,1
yelp,'I have been here several times in the past, and the experience has always been great.',0,0,0,2,0,0,1
yelp,'We walked away stuffed and happy about our first Vegas buffet experience.',1,0,0,1,0,0,1
imdb,'The best part about \"Nurse Betty\" is it\"s unpredictability.',1,0,0,1,0,0,1
yelp,'To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.',2,0,0,9,0,1,1
yelp,'Kids pizza is always a hit too with lots of great side dish options for the kiddos!',1,0,0,1,1,0,1
yelp,'Service is perfect and the family atmosphere is nice to see.',2,0,0,1,0,0,1
imdb,'He\"s a national treasure.',0,0,0,1,0,0,1
yelp,'Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.',1,0,1,2,0,0,1
imdb,'It\"s a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.',4,0,0,2,0,0,1
imdb,'The story is also both funny and poignant at times.',1,1,0,1,0,0,1
imdb,'Still, it was the SETS that got a big \"10\" on my \"oy-vey\" scale.',0,0,0,2,0,0,1
imdb,'I won\"t spoil it, but the ending in pretty amazing.',1,1,0,2,0,1,1
yelp,'I don\"t know what kind it is but they have the best iced tea.',1,0,0,1,0,1,1
yelp,'Come hungry, leave happy and stuffed!',1,0,0,2,1,0,1
yelp,'I can assure you that you won\"t be disappointed.',1,0,0,1,0,1,1
yelp,'I really enjoyed eating here.',1,0,0,1,0,0,1
yelp,'First time going but I think I will quickly become a regular.',0,0,0,1,0,0,1
yelp,'Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.',1,1,1,3,0,0,1
imdb,'You will leave the theater wanting to go out and dance under the stars.',0,0,0,1,0,0,1
imdb,'Go rent it.',0,0,0,1,0,0,1
yelp,'This is some seriously good pizza and I\"m an expert/connisseur on the topic.',1,0,0,1,0,0,1
yelp,'These are the nicest restaurant owners I\"ve ever come across.',1,0,0,1,0,0,1
yelp,'We loved the biscuits!!!',1,0,0,3,3,0,1
imdb,'Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.',3,0,0,1,0,0,1
yelp,'So absolutley fantastic.',0,0,0,1,0,0,1
imdb,'I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.',2,1,0,6,0,0,1
yelp,'I like Steiners because it\"s dark and it feels like a bar.',2,1,0,1,0,0,1
yelp,'Wow very spicy but delicious.',1,0,0,1,0,0,1
yelp,'If you\"re not familiar, check it out.',0,0,0,2,0,1,1
yelp,'I\"d love to go back.',1,0,0,1,0,0,1
yelp,'Anyway, this FS restaurant has a wonderful breakfast/lunch.',1,0,0,2,0,0,1
yelp,'Each day of the week they have a different deal and it\"s all so delicious!',0,0,0,1,1,0,1
imdb,'Her role was played well.',0,0,0,1,0,0,1
imdb,'This movie has a cutting edge to it.',0,0,0,1,0,0,1
yelp,'My ribeye steak was cooked perfectly and had great mesquite flavor.',2,0,0,1,0,0,1
imdb,'Plus, with the movie\"s rather modest budget and fast running time, it does an amazing job!',3,0,0,3,1,0,1
yelp,'The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.',4,0,0,2,0,0,1
yelp,'Nargile - I think you are great.',0,0,0,1,0,0,1
yelp,'Best tater tots in the southwest.',1,0,0,1,0,0,1
yelp,'We loved the place.',1,0,0,1,0,0,1
yelp,'The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.',2,0,0,1,0,0,1
imdb,'I love the Scream movies and all horror movies and this one ranks way up there.',1,1,0,1,0,0,1
imdb,'I don\"t know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family\"s memories.',1,0,0,2,0,1,1
yelp,'The food was outstanding and the prices were very reasonable.',1,0,0,1,0,0,1
imdb,'But it wasn\"t until I watched this film that I realised how great he actually was.',1,0,0,1,0,1,1
yelp,'This was my first and only Vegas buffet and it did not disappoint.',0,0,0,1,0,1,1
imdb,'I left the theater with a lilt in my step, joy in my heart and hope for the human race.',1,0,0,2,0,0,1
yelp,'Great pork sandwich.',1,0,0,1,0,0,1
yelp,'We enjoy their pizza and brunch.',1,0,0,1,0,0,1
yelp,'The steaks are all well trimmed and also perfectly cooked.',2,0,0,1,0,0,1
yelp,'We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.',0,0,0,1,0,0,1
yelp,'I LOVED it!',1,0,0,1,1,0,1
yelp,'This place is a jewel in Las Vegas, and exactly what I\"ve been hoping to find in nearly ten years living here.',0,0,0,2,0,0,1
yelp,'Delicious and I will absolutely be back!',1,0,0,1,1,0,1
imdb,'Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.',5,0,0,2,0,0,1
imdb,'The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.',0,0,0,18,0,0,1
yelp,'How awesome is that.',1,0,0,1,0,0,1
imdb,'It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.',1,0,0,1,0,0,1
imdb,'For that, it\"s worth checking out.',1,0,0,2,0,0,1
imdb,'It\"s a feel-good film and that\"s how I felt when I came out of the cinema!',0,0,0,1,1,0,1
imdb,'It was so funny.',0,0,0,1,0,0,1
yelp,'The pancake was also really good and pretty large at that.',2,0,0,1,0,0,1
yelp,'This was my first crawfish experience, and it was delicious!',0,0,0,2,1,0,1
imdb,'The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.',2,1,0,3,0,0,1
yelp,'Waitress was sweet and funny.',1,0,0,1,0,0,1
imdb,'Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.',1,0,0,3,0,0,1
imdb,'The cast is good.',0,0,0,1,0,0,1
yelp,'The ambiance was incredible.',0,0,0,1,0,0,1
imdb,'It\"s pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.',2,1,0,2,0,0,1
imdb,'The movie in movie situations in the beginning and through the game that is played with her by the \"acting coach\" are fascinating.',0,0,0,1,0,0,1
yelp,'Give it a try, you will be happy you did.',1,0,0,2,0,0,1
yelp,'By far the BEST cheesecurds we have ever had!',1,0,0,1,1,0,1
yelp,'Reasonably priced also!',1,0,0,1,1,0,1
yelp,'Everything was perfect the night we were in.',1,0,0,1,0,0,1
yelp,'The food is very good for your typical bar food.',1,0,0,1,0,0,1
yelp,'At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.',3,0,0,3,0,0,1
yelp,'Point your finger at any item on the menu, order it and you won\"t be disappointed.',0,0,0,2,0,1,1
yelp,'Oh this is such a thing of beauty, this restaurant.',0,0,0,2,0,0,1
yelp,'If you haven\"t gone here GO NOW!',0,0,0,1,1,1,1
yelp,'Those burgers were amazing.',0,0,0,1,0,0,1
yelp,'Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.',0,1,0,2,0,0,1
yelp,'This was my first time and I can\"t wait until the next.',0,0,0,1,0,1,1
yelp,'The bartender was also nice.',0,0,0,1,0,0,1
imdb,'But this understated film leaves a lasting impression.',0,0,0,1,0,0,1
yelp,'This place is two thumbs up....way up.',0,0,0,5,0,0,1
yelp,'The best place in Vegas for breakfast (just check out a Sat, or Sun.',1,0,0,2,0,0,1
yelp,'If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.',3,0,0,3,0,0,1
yelp,'An excellent new restaurant by an experienced Frenchman.',1,0,0,1,0,0,1
yelp,'Great steak, great sides, great wine, amazing desserts.',4,0,0,4,0,0,1
yelp,'The steak and the shrimp are in my opinion the best entrees at GC.',1,0,0,1,0,0,1
yelp,'I had the opportunity today to sample your amazing pizzas!',1,0,0,1,1,0,1
yelp,'The yellowtail carpaccio was melt in your mouth fresh.',0,0,0,1,0,0,1
yelp,'Just spicy enough.. Perfect actually.',1,0,0,3,0,0,1
yelp,'Last night was my second time dining here and I was so happy I decided to go back!',1,0,0,1,1,0,1
imdb,'I think i was one of the people who found this another one of roth\"s pearls.',0,0,0,1,0,0,1
yelp,'I really do recommend this place, you can go wrong with this donut place!',1,1,0,2,1,0,1
imdb,'The movie is not completely perfect but \"Titta Di Girolamo\" will stay with you for a long time after the vision of the movie.',1,0,0,1,0,1,1
imdb,'I like Armand Assante & my cable company\"s summary sounded interesting, so I watched it, twice already, and probably will again.',1,0,0,4,0,0,1
yelp,'All of the tapas dishes were delicious!',0,0,0,1,1,0,1
yelp,'I *heart* this place.',0,0,0,1,0,0,1
imdb,'In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise\"s attempt.',4,0,0,2,0,0,1
yelp,'I believe that this place is a great stop for those with a huge belly and hankering for sushi.',1,0,0,1,0,0,1
yelp,'Generous portions and great taste.',2,0,0,1,0,0,1
imdb,'You won\"t forget this movie!',0,0,0,1,1,1,1
yelp,'He also came back to check on us regularly, excellent service.',1,0,0,2,0,0,1
