@relation first_attribute-weka.filters.unsupervised.instance.Resample-S1-Z30.0

@attribute source string
@attribute text string
@attribute class {0,1}
@attribute sentence_length numeric
@attribute positive_words numeric
@attribute negative_words numeric
@attribute punctuation_sum numeric
@attribute punctuation_dot numeric
@attribute punctuation_comma numeric
@attribute punctuation_exclamation numeric
@attribute punctuation_question numeric
@attribute negation numeric
@attribute start_with_I numeric
@attribute upper_case numeric

@data
imdb,'The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.',0,26,3,0,1,1,0,0,0,0,0,0
imdb,'I really liked that.',1,4,1,0,1,1,0,0,0,0,1,0
imdb,'It\"s like a bad two hour TV movie.',0,8,1,1,1,1,0,0,0,0,0,1
amazon,'I got it because it was so small and adorable.',1,10,0,0,1,1,0,0,0,0,1,0
amazon,'Bad Reception.',0,2,0,1,1,1,0,0,0,0,0,0
yelp,'We enjoy their pizza and brunch.',1,6,1,0,1,1,0,0,0,0,0,0
yelp,'How awesome is that.',1,4,1,0,1,1,0,0,0,0,0,0
amazon,'They do not care about the consumer one bit.',0,9,0,0,1,1,0,0,0,1,0,0
imdb,'This convention never worked well in the past, and certainly doesn\"t work here.',0,13,3,0,2,1,1,0,0,0,0,0
imdb,'Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.',0,36,1,1,4,1,3,0,0,0,0,0
amazon,'You won\"t regret it!',1,4,0,1,1,0,0,1,0,0,0,0
yelp,'The black eyed peas and sweet potatoes... UNREAL!',1,8,1,0,4,3,0,1,0,0,0,1
imdb,'I\"m glad the film didn\"t go for the most obvious choice, as a lesser film certainly would have.',1,18,1,0,2,1,1,0,0,0,0,0
amazon,'Its well-designed and very sharp -- the blue is a very nice color.',1,13,2,0,1,1,0,0,0,0,0,0
imdb,'Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in \"At Play In The Fields Of The Lord\".',1,25,1,1,1,1,0,0,0,0,0,0
yelp,'The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.',0,15,0,0,2,1,1,0,0,1,0,0
yelp,'The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.',1,14,1,0,3,1,2,0,0,0,0,0
yelp,'No one at the table thought the food was above average or worth the wait that we had for it.',0,20,1,0,1,1,0,0,0,1,0,0
yelp,'Their steaks are 100\% recommended!',1,5,0,0,1,0,0,1,0,0,0,0
imdb,'The warmth it generates is in contrast to its austere backdrop.',1,11,1,1,1,1,0,0,0,0,0,0
yelp,'We loved the biscuits!!!',1,4,1,0,3,0,0,3,0,0,0,0
yelp,'The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.',0,25,0,0,1,1,0,0,0,0,0,0
imdb,'The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they\"re delivering the line well, but whether the line itself is any good.',0,34,1,1,3,1,2,0,0,2,0,0
imdb,'there are so many problems i dont know where to start.',0,11,0,1,1,1,0,0,0,0,0,0
amazon,'Thanks again to Amazon for having the things I need for a good price!',1,14,1,0,1,0,0,1,0,0,0,0
yelp,'I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.',0,24,0,0,1,1,0,0,0,0,1,0
yelp,'The food was excellent and service was very good.',1,9,1,0,1,1,0,0,0,0,0,0
yelp,'The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.',1,20,4,0,2,1,1,0,0,0,0,0
amazon,'I love being able to use one headset for both by land-line and cell.',1,14,1,0,1,1,0,0,0,0,1,0
amazon,'This phone might well be the worst I\"ve ever had in any brand.',0,13,1,1,1,1,0,0,0,0,0,0
amazon,'Reversible plug works great.',1,4,1,0,1,1,0,0,0,0,0,0
amazon,'Doesn\"t Work.',0,2,0,0,1,1,0,0,0,0,0,0
imdb,'I do think Tom Hanks is a good actor.',1,9,1,0,1,1,0,0,0,0,1,0
amazon,'Small, sleek, impressive looking, practical setup with ample storage in place.',1,11,2,0,4,1,3,0,0,0,0,0
amazon,'It\"s A PIECE OF CRAP!',0,5,0,0,1,0,0,1,0,0,0,3
imdb,'I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.',1,30,4,0,2,1,1,0,0,0,1,0
imdb,'Linda Cardellini is the only thing good in this film.',1,10,1,0,1,1,0,0,0,0,0,0
imdb,'There\"s also enough hypocrisy in this film to make me vomit.',0,11,1,1,1,1,0,0,0,0,0,0
yelp,'I would recommend saving room for this!',1,7,1,0,1,0,0,1,0,0,1,0
yelp,'And then tragedy struck.',0,4,0,1,1,1,0,0,0,0,0,0
yelp,'No, I\"m going to eat the potato that I found some strangers hair in it.',0,15,0,0,2,1,1,0,0,0,0,0
imdb,'Lewis Black\"s considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won\"t allow.',0,26,1,2,3,1,2,0,0,0,0,1
amazon,'Does not fit.',0,3,0,0,1,1,0,0,0,1,0,0
yelp,'you can watch them preparing the delicious food!)',1,8,1,0,1,0,0,1,0,0,0,0
imdb,'And the accents are absolutely abysmal!',0,6,0,0,1,0,0,1,0,0,0,0
amazon,'I found the product to be easy to set up and use.',1,12,1,0,1,1,0,0,0,0,1,0
amazon,'Doesn\"t do the job.',0,4,0,0,1,1,0,0,0,0,0,0
yelp,'Not much flavor to them, and very poorly constructed.',0,9,0,1,2,1,1,0,0,1,0,0
yelp,'Interesting decor.',1,2,1,0,1,1,0,0,0,0,0,0
imdb,'An instant classic, with a great soundtrack and a catchy song during the ending credits.',1,15,2,0,2,1,1,0,0,0,0,0
amazon,'Phone is sturdy as all nokia bar phones are.',1,9,1,0,1,1,0,0,0,0,0,0
imdb,'His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.',1,28,2,0,3,1,2,0,0,0,0,0
amazon,'I am going to have to be the first to negatively review this product.',0,14,0,0,1,1,0,0,0,0,1,0
imdb,'There\"s also enough hypocrisy in this film to make me vomit.',0,11,1,1,1,1,0,0,0,0,0,0
imdb,'Even if you love bad movies, do not watch this movie.',0,11,1,1,2,1,1,0,0,1,0,0
yelp,'WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.',0,13,0,0,1,1,0,0,0,0,0,13
amazon,'Good Quality.',1,2,1,0,1,1,0,0,0,0,0,0
amazon,'Nice case, feels good in your hands.',1,7,2,0,2,1,1,0,0,0,0,0
amazon,'It is very comfortable to wear as well, which is probably the most important aspect about using a case.',1,19,2,0,2,1,1,0,0,0,0,0
imdb,'I wasn\"t the least bit interested.',0,6,0,0,1,1,0,0,0,0,1,0
imdb,'There are massive levels, massive unlockable characters... it\"s just a massive game.',1,12,0,0,5,4,1,0,0,0,0,0
imdb,'Lot of holes in the plot: there\"s nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.',0,27,1,0,1,1,0,0,0,0,0,0
amazon,'This case seems well made.',1,5,1,0,1,1,0,0,0,0,0,0
yelp,'It wasn\"t busy at all and now we know why.',0,10,0,0,1,1,0,0,0,0,0,0
imdb,'My rating: just 3 out of 10.',0,7,0,0,1,1,0,0,0,0,0,0
imdb,'If only someone involved with it knew how to string together narrative!',0,12,0,0,1,0,0,1,0,0,0,0
imdb,'I know that Jim O\"Connor was very energetic and that nobody could be as much as him, but George was well dull.',0,22,2,0,2,1,1,0,0,0,1,0
yelp,'I never come again.',0,4,0,0,1,1,0,0,0,0,1,0
amazon,'Don\"t buy this product.',0,4,0,0,1,1,0,0,0,0,0,0
amazon,'It\"s so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.',0,24,0,1,4,1,3,0,0,0,0,0
yelp,'When I opened the sandwich, I was impressed, but not in a good way.',0,14,1,0,3,1,2,0,0,1,0,0
imdb,'This film highlights the fundamental flaws of the legal process, that it\"s not about discovering guilt or innocence, but rather, is about who presents better in court.',1,27,1,2,4,1,3,0,0,1,0,0
imdb,'I wasn\"t the least bit interested.',0,6,0,0,1,1,0,0,0,0,1,0
yelp,'This is a disgrace.',0,4,0,0,1,1,0,0,0,0,0,0
amazon,'The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.',1,25,1,0,5,2,3,0,0,0,0,0
imdb,'The suspense builders were good, & just cross the line from G to PG.',1,14,0,0,2,1,1,0,0,0,0,2
imdb,'Still it\"s quite interesting and entertaining to follow.',1,8,2,0,1,1,0,0,0,0,0,0
imdb,'This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.',0,20,1,1,1,1,0,0,0,0,0,0
amazon,'There\"s a horrible tick sound in the background on all my calls that I have never experienced before.',0,18,0,1,1,1,0,0,0,0,0,0
yelp,'The ambiance isn\"t much better.',0,5,0,0,1,1,0,0,0,0,0,0
imdb,'I will never forget it now.',1,6,0,0,1,1,0,0,0,0,1,0
imdb,'But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.',0,30,0,1,5,1,4,0,0,0,0,0
yelp,'Good service, very clean, and inexpensive, to boot!',1,8,1,0,4,0,3,1,0,0,0,0
yelp,'The portion was huge!',1,4,0,0,1,0,0,1,0,0,0,0
yelp,'At least think to refill my water before I struggle to wave you over for 10 minutes.',0,17,0,1,1,1,0,0,0,0,0,0
yelp,'Best Buffet in town, for the price you cannot beat it.',1,11,1,0,2,1,1,0,0,0,0,0
yelp,'Just don\"t know why they were so slow.',0,8,0,0,1,1,0,0,0,0,0,0
imdb,'Kieslowski never ceases to amaze me.',1,6,1,0,1,1,0,0,0,0,0,0
yelp,'This place deserves no stars.',0,5,0,0,1,1,0,0,0,1,0,0
yelp,'Awful service.',0,2,0,1,1,1,0,0,0,0,0,0
imdb,'The script iswas there a script?',0,6,0,0,1,0,0,0,1,0,0,0
imdb,'This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.',0,15,0,1,2,1,1,0,0,0,0,0
amazon,'I usually don\"t like headbands but this one is very lightweight & doesn\"t mess up my hair.',1,17,1,1,1,1,0,0,0,0,1,0
yelp,'the staff is friendly and the joint is always clean.',1,10,1,0,1,1,0,0,0,0,0,0
yelp,'We asked for the bill to leave without eating and they didn\"t bring that either.',0,15,0,0,1,1,0,0,0,0,0,0
amazon,'Worst ever.',0,2,0,1,1,1,0,0,0,0,0,0
amazon,'The mic is great.',1,4,0,0,1,1,0,0,0,0,0,0
imdb,'About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.',0,43,1,3,3,1,2,0,0,1,0,0
amazon,'My colleague & I now get great reception.A little expensive, but performance is great.',1,14,1,0,3,2,1,0,0,0,0,0
imdb,'My rating: just 3 out of 10.',0,7,0,0,1,1,0,0,0,0,0,0
yelp,'We made the drive all the way from North Scottsdale... and I was not one bit disappointed!',1,17,0,0,4,3,0,1,0,1,0,0
imdb,'Yet, I enjoy watching it.',1,5,1,0,2,1,1,0,0,0,0,0
yelp,'I loved the bacon wrapped dates.',1,6,1,0,1,1,0,0,0,0,1,0
imdb,'Raw and sublimely moving.',1,4,0,0,1,1,0,0,0,0,0,0
yelp,'The Veggitarian platter is out of this world!',1,8,0,0,1,0,0,1,0,0,0,0
imdb,'Yeah, the movie pretty much sucked.',0,6,1,0,2,1,1,0,0,0,0,0
yelp,'Seriously killer hot chai latte.',1,5,1,1,1,1,0,0,0,0,0,0
yelp,'Point your finger at any item on the menu, order it and you won\"t be disappointed.',1,16,0,0,2,1,1,0,0,0,0,0
yelp,'I probably won\"t be coming back here.',0,7,0,0,1,1,0,0,0,0,1,0
yelp,'The manager was the worst.',0,5,0,0,1,1,0,0,0,0,0,0
yelp,'For sushi on the Strip, this is the place to go.',1,11,0,0,2,1,1,0,0,0,0,0
amazon,'Oh and I forgot to also mention the weird color effect it has on your phone.',0,16,0,1,1,1,0,0,0,0,0,0
imdb,'The scenery that the two daughters paint and photograph are beautiful.',1,11,0,0,1,1,0,0,0,0,0,0
amazon,'Items stated as included from the description ARE NOT INCLUDED.',0,10,0,0,1,1,0,0,0,1,0,3
yelp,'My friend loved the salmon tartar.',1,6,1,0,1,1,0,0,0,0,0,0
imdb,'You truly take this journey through the eyes and soul of a child.',1,13,0,0,1,1,0,0,0,0,0,0
yelp,'Good food , good service .',1,6,2,0,2,1,1,0,0,0,0,0
imdb,'Loved the casting of Jimmy Buffet as the science teacher.',1,10,1,0,1,1,0,0,0,0,0,0
yelp,'Their chow mein is so good!',1,6,0,0,1,0,0,1,0,0,0,0
yelp,'Join the club and get awesome offers via email.',1,9,1,0,1,1,0,0,0,0,0,0
imdb,'Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.',1,21,0,0,2,1,1,0,0,0,0,0
amazon,'Not only will it drain your player, but may also potentially fry it.',0,13,0,1,2,1,1,0,0,1,0,0
yelp,'Food was good, service was good, Prices were good.',1,9,0,0,3,1,2,0,0,0,0,0
amazon,'This product is very High quality Chinese CRAP!!!!!!',0,8,0,0,6,0,0,6,0,0,0,1
amazon,'Love This Phone.',1,3,1,0,1,1,0,0,0,0,0,0
amazon,'I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good',0,20,2,1,2,1,1,0,0,0,1,0
imdb,'I don\"t think there are any redeeming qualities in this remake.',0,11,1,0,1,1,0,0,0,0,1,0
imdb,'The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn\"t insult the audience or take the easy way out when it comes to white racism.',1,40,4,2,2,1,1,0,0,0,0,0
amazon,'Bad Reception.',0,2,0,1,1,1,0,0,0,0,0,0
yelp,'5 stars for the brick oven bread app!',1,8,0,0,1,0,0,1,0,0,0,0
amazon,'I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.',1,25,3,0,3,1,2,0,0,0,1,0
imdb,'I was bored throughout the whole damn thing.',0,8,0,2,1,1,0,0,0,0,1,0
yelp,'I will come back here every time I\"m in Vegas.',1,10,0,0,1,1,0,0,0,0,1,0
imdb,'I saw this short film on HBO the other day and absolutely loved it.',1,14,1,0,1,1,0,0,0,0,1,1
amazon,'Then I had to continue pairing it periodically since it somehow kept dropping.',0,13,0,0,1,1,0,0,0,0,0,0
imdb,'You could drive a semi truck into these holes!',0,9,0,0,1,0,0,1,0,0,0,0
amazon,'You get what you pay for I guess.',0,8,0,0,1,1,0,0,0,0,0,0
yelp,'I would avoid this place if you are staying in the Mirage.',0,12,0,0,1,1,0,0,0,0,1,0
imdb,'The acting was bad.',0,4,0,0,1,1,0,0,0,0,0,0
amazon,'Highly recommend for any one who has a blue tooth phone.',1,11,1,0,1,1,0,0,0,0,0,0
yelp,'Also there are combos like a burger, fries, and beer for 23 which is a decent deal.',1,17,2,0,3,1,2,0,0,0,0,0
amazon,'My only complaint is the standard sound volume is a little low even when turned up to 5(of 5)',0,19,0,1,0,0,0,0,0,0,0,0
imdb,'Funny, clever, hip - just like Pray\"s previous film, Hype!',1,10,1,0,4,0,3,1,0,0,0,0
amazon,'I still maintain that monkeys shouldn\"t make headphones, we just obviously don\"t share enough DNA to copy the design over to humans.',0,22,1,0,2,1,1,0,0,0,1,1
yelp,'Crust is not good.',0,4,0,0,1,1,0,0,0,1,0,0
amazon,'Its reception is very very poor.',0,6,0,0,1,1,0,0,0,0,0,0
imdb,'Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.',0,20,0,2,2,1,1,0,0,0,0,0
yelp,'Terrible service!',0,2,0,1,1,0,0,1,0,0,0,0
imdb,'Very little music or anything to speak of.',0,8,0,0,1,1,0,0,0,0,0,0
imdb,'Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.',1,21,2,0,3,1,2,0,0,0,0,0
amazon,'AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.',0,15,0,0,1,1,0,0,0,0,0,15
yelp,'Very bad Experience!',0,3,0,1,1,0,0,1,0,0,0,0
yelp,'I ordered the Voodoo pasta and it was the first time I\"d had really excellent pasta since going gluten free several years ago.',1,23,2,0,1,1,0,0,0,0,1,0
yelp,'Worst martini ever!',0,3,0,1,1,0,0,1,0,0,0,0
yelp,'That\"s right....the red velvet cake.....ohhh this stuff is so good.',1,10,0,0,10,10,0,0,0,0,0,0
amazon,'It is practically useless and did not add any kind of boost to my reception after I bought it.',0,19,1,1,1,1,0,0,0,1,0,0
amazon,'Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.',0,23,1,0,2,1,1,0,0,1,0,0
imdb,'The kids are very cool too.',1,6,1,0,1,1,0,0,0,0,0,0
yelp,'Food was average at best.',0,5,0,0,1,1,0,0,0,0,0,0
amazon,'Excellent dual-purpose headset.',1,3,1,0,1,1,0,0,0,0,0,0
imdb,'This is one of the best movies out there that shows such strong sibling bond for each other.',1,18,2,0,1,1,0,0,0,0,0,0
imdb,'It\"s as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master\"s work.',1,28,3,0,2,1,1,0,0,0,0,0
imdb,'An Italian reviewer called this \"a small, great film,\" and that\"s right.',1,12,1,0,3,1,2,0,0,0,0,0
yelp,'Overall, I don\"t think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.',0,27,0,1,2,1,1,0,0,0,0,0
imdb,'None of them are engaging or exciting.',0,7,1,0,1,1,0,0,0,0,0,0
yelp,'Reasonably priced also!',1,3,1,0,1,0,0,1,0,0,0,0
imdb,'Often the dialogue doesn\"t really follow from one line to another, or fit the surroundings.',0,15,0,0,2,1,1,0,0,0,0,0
imdb,'The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.',0,16,0,3,1,1,0,0,0,0,0,0
yelp,'I recently tried Caballero\"s and I have been back every week since!',1,12,0,0,1,0,0,1,0,0,1,0
imdb,'This movie is great--especially if you enjoy visual arts.',1,9,1,0,1,1,0,0,0,0,0,0
yelp,'- They never brought a salad we asked for.',0,9,0,0,1,1,0,0,0,0,0,0
amazon,'Who in their right mind is gonna buy this battery?.',0,10,1,0,2,1,0,0,1,0,0,0
imdb,'All things considered, a job very well done.',1,8,1,0,2,1,1,0,0,0,0,0
amazon,'very good product, well made.',1,5,2,0,2,1,1,0,0,0,0,0
imdb,'GO AND SEE IT!',1,4,0,0,1,0,0,1,0,0,0,4
amazon,'This is hands down the best phone I\"ve ever had.',1,10,1,0,1,1,0,0,0,0,0,0
yelp,'I love the decor with the Chinese calligraphy wall paper.',1,10,1,0,1,1,0,0,0,0,1,0
yelp,'The service was extremely slow.',0,5,0,0,1,1,0,0,0,0,0,0
yelp,'I would not recommend this place.',0,6,1,0,1,1,0,0,0,1,1,0
imdb,'I am so thrilled after seeing a movie like this.',1,10,2,0,1,1,0,0,0,0,1,0
yelp,'I did not expect this to be so good!',1,9,0,0,1,0,0,1,0,1,1,0
yelp,'I won\"t be back.',0,4,0,0,1,1,0,0,0,0,1,0
yelp,'Cooked to perfection and the service was impeccable.',1,8,1,0,1,1,0,0,0,0,0,0
imdb,'The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I\"ve ever seen.',0,33,2,1,2,1,1,0,0,0,0,0
yelp,'OMG, the food was delicioso!',1,5,0,0,2,0,1,1,0,0,0,1
amazon,'I love the camera, it\"s really pretty good quality.',1,9,3,0,2,1,1,0,0,0,1,0
yelp,'We\"ve tried to like this place but after 10+ times I think we\"re done with them.',0,16,1,0,1,1,0,0,0,0,0,0
yelp,'Don\"t waste your time here.',0,5,0,1,1,1,0,0,0,0,0,0
amazon,'Big Disappointment with calendar sync.',0,5,0,1,1,1,0,0,0,0,0,0
imdb,'This was such an awesome movie that i bought it off of Ebay.',1,13,1,0,1,1,0,0,0,0,0,0
yelp,'Do yourself a favor and stay away from this dish.',0,10,1,0,1,1,0,0,0,0,0,0
amazon,'This product is very High quality Chinese CRAP!!!!!!',0,8,0,0,6,0,0,6,0,0,0,1
yelp,'I ordered the Lemon raspberry ice cocktail which was also incredible.',1,11,0,1,1,1,0,0,0,0,1,0
yelp,'The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.',1,20,4,0,2,1,1,0,0,0,0,0
amazon,'Great Value.',1,2,1,0,1,1,0,0,0,0,0,0
amazon,'I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.',1,18,2,0,2,1,1,0,0,0,1,0
yelp,'The pizza tasted old, super chewy in not a good way.',0,11,2,0,2,1,1,0,0,1,0,0
imdb,'The stories were powerful explorations of the nature of man and of art.',1,13,1,0,1,1,0,0,0,0,0,0
yelp,'The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.',0,21,0,0,1,1,0,0,0,1,0,0
amazon,'Really good product.',1,3,1,0,1,1,0,0,0,0,0,0
yelp,'Definitely not worth the $3 I paid.',0,7,1,0,1,1,0,0,0,1,0,0
imdb,'He owns the film, just as Spacek owned \"Coal Miner\"s Daughter\" and Quaid owned \"Great Balls of Fire.',1,18,0,0,2,1,1,0,0,0,0,0
yelp,'CONCLUSION: Very filling meals.',1,4,0,0,1,1,0,0,0,0,0,1
yelp,'AN HOUR... seriously?',0,3,0,0,4,3,0,0,1,0,0,2
imdb,'A great film by a great director.',1,7,2,0,1,1,0,0,0,0,0,0
yelp,'RUDE & INCONSIDERATE MANAGEMENT.',0,4,0,2,1,1,0,0,0,0,0,3
imdb,'It is an insane game.',1,5,0,1,1,1,0,0,0,0,0,0
imdb,'This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven\"t seen before.',1,27,1,0,2,1,1,0,0,0,0,0
imdb,'It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.',1,14,2,0,2,1,1,0,0,0,0,0
yelp,'Owner\"s are really great people.!',1,5,1,0,2,1,0,1,0,0,0,0
yelp,'Come hungry, leave happy and stuffed!',1,6,1,0,2,0,1,1,0,0,0,0
imdb,'The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.',1,23,1,0,1,1,0,0,0,0,0,0
imdb,'Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.',1,30,1,1,4,1,3,0,0,0,0,0
yelp,'For service, I give them no stars.',0,7,0,0,2,1,1,0,0,1,0,0
yelp,'That\"s right....the red velvet cake.....ohhh this stuff is so good.',1,10,0,0,10,10,0,0,0,0,0,0
yelp,'The ambiance was incredible.',1,4,0,0,1,1,0,0,0,0,0,0
yelp,'I have been here several times in the past, and the experience has always been great.',1,16,0,0,2,1,1,0,0,0,1,0
amazon,'Works as described.',1,3,1,0,1,1,0,0,0,0,0,0
imdb,'Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.',0,11,0,1,3,2,1,0,0,0,0,0
amazon,'I love all the features and form factor.',1,8,1,0,1,1,0,0,0,0,1,0
amazon,WORTHWHILE.,1,1,0,0,1,1,0,0,0,0,0,1
yelp,'An excellent new restaurant by an experienced Frenchman.',1,8,1,0,1,1,0,0,0,0,0,0
yelp,'I have been here several times in the past, and the experience has always been great.',1,16,0,0,2,1,1,0,0,0,1,0
yelp,'2 times - Very Bad Customer Service !',0,8,0,1,1,0,0,1,0,0,0,0
amazon,'It\"s AGGRAVATING!',0,2,0,0,1,0,0,1,0,0,0,1
amazon,'Good case!.',1,2,1,0,2,1,0,1,0,0,0,0
amazon,'T-Mobile has the best customer service anywhere.',1,7,1,0,1,1,0,0,0,0,0,0
amazon,'It is so small and you don\"t even realize that it is there after a while of getting used to it.',1,21,0,0,1,1,0,0,0,0,0,0
yelp,'After I pulled up my car I waited for another 15 minutes before being acknowledged.',0,15,0,0,1,1,0,0,0,0,0,0
yelp,'I can assure you that you won\"t be disappointed.',1,9,1,0,1,1,0,0,0,0,1,0
yelp,'This place has a lot of promise but fails to deliver.',0,11,1,1,1,1,0,0,0,0,0,0
amazon,'The BT headset was such a disapoinment.',0,7,0,0,1,1,0,0,0,0,0,1
imdb,'Not too screamy not to masculine but just right.',1,9,0,0,1,1,0,0,0,2,0,0
amazon,'I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.',0,14,0,0,2,2,0,0,0,0,1,0
yelp,'Pricing is a bit of a concern at Mellow Mushroom.',0,10,0,1,1,1,0,0,0,0,0,0
amazon,'It\"s been my choice headset for years.Great sound; good volume; good noise cancellation.',1,13,2,1,2,2,0,0,0,0,0,0
imdb,'Simply beautiful.',1,2,0,0,1,1,0,0,0,0,0,0
yelp,'Will go back next trip out.',1,6,0,0,1,1,0,0,0,0,0,0
yelp,'I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.',0,29,0,0,1,1,0,0,0,1,1,0
amazon,'For the price on Amazon, it is an excellent product, which I would highly recommend.',1,15,1,0,3,1,2,0,0,0,0,0
yelp,'Don\"t waste your time here.',0,5,0,1,1,1,0,0,0,0,0,0
yelp,'He deserves 5 stars.',1,4,0,0,1,1,0,0,0,0,0,0
yelp,'The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.',1,14,1,0,1,1,0,0,0,0,0,0
yelp,'Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV\"s.',1,21,1,0,1,1,0,0,0,0,0,0
amazon,'Please dont waste your money.',0,5,0,1,1,1,0,0,0,0,0,0
imdb,'In a most wonderful location lies a story of contrast.',1,10,1,1,1,1,0,0,0,0,0,0
imdb,'I am a fan of his ... This movie sucked really bad.',0,12,0,1,4,4,0,0,0,0,1,0
imdb,'Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.',1,19,1,1,2,1,1,0,0,1,0,0
yelp,'the potatoes were great and so was the biscuit.',1,9,1,0,1,1,0,0,0,0,0,0
yelp,'The meat was pretty dry, I had the sliced brisket and pulled pork.',0,13,1,0,2,1,1,0,0,0,0,0
amazon,'It has been a winner for us.',1,7,1,0,1,1,0,0,0,0,0,0
yelp,'This is some seriously good pizza and I\"m an expert/connisseur on the topic.',1,13,1,0,1,1,0,0,0,0,0,0
yelp,'My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.',1,20,1,0,3,1,2,0,0,0,0,0
amazon,'Great software for Motorolas.',1,4,1,0,1,1,0,0,0,0,0,0
yelp,'Wow... Loved this place.',1,4,1,0,4,4,0,0,0,0,0,0
yelp,'I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.',0,17,2,0,1,1,0,0,0,0,1,0
amazon,'Excellent product for the price.',1,5,1,0,1,1,0,0,0,0,0,0
yelp,'Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.',1,25,1,0,1,1,0,0,0,0,0,0
imdb,'This movie is great--especially if you enjoy visual arts.',1,9,1,0,1,1,0,0,0,0,0,0
yelp,'We won\"t be going back.',0,5,0,0,1,1,0,0,0,0,0,0
yelp,'Terrible service!',0,2,0,1,1,0,0,1,0,0,0,0
amazon,'The design is very good.4.',1,5,0,0,2,2,0,0,0,0,0,0
amazon,'Good case!.',1,2,1,0,2,1,0,1,0,0,0,0
yelp,'I was seated immediately.',1,4,0,0,1,1,0,0,0,0,1,0
imdb,'Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!',0,15,1,1,3,0,2,1,0,0,0,1
yelp,'Left very frustrated.',0,3,0,0,1,1,0,0,0,0,0,0
amazon,'WELL IM SATISFIED.',1,3,1,0,1,1,0,0,0,0,0,3
yelp,'We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.',0,21,0,2,1,1,0,0,0,0,0,0
